episode,reward,steps,actor_loss,critic_loss,entropy,moving_avg_100,elapsed_s
409,-70.01,60,-0.01386,47.60713,1.38629,-191.08,105.5
410,-223.23,99,-0.01386,7.60572,1.38629,-191.96,105.7
411,-160.66,81,-0.01386,144.40991,1.38628,-192.77,105.9
412,-99.72,130,-0.01386,28.23484,1.38629,-192.44,106.2
413,-104.15,82,-0.01386,44.33122,1.38629,-192.48,106.4
414,-115.85,67,-0.01386,23.83029,1.38629,-191.36,106.6
415,-85.22,77,-0.01386,29.61757,1.38629,-189.6,106.8
416,-154.07,117,-0.01386,23.41648,1.38629,-189.85,107.1
417,-151.32,61,-0.01386,16.31214,1.38629,-188.64,107.2
418,-105.24,78,-0.01386,12.62642,1.38628,-185.7,107.4
419,-70.59,61,-0.01386,322.19503,1.38629,-183.0,107.6
420,-124.88,83,-0.01386,201.55655,1.38629,-183.12,107.8
421,-401.02,103,-0.01386,250.87673,1.38629,-183.1,108.1
422,-95.38,60,-0.01386,193.77389,1.38629,-181.14,108.2
423,-113.3,89,-0.01386,82.05806,1.38629,-178.65,108.5
424,-119.01,85,-0.01386,94.33014,1.38629,-176.32,108.7
425,-112.04,129,-0.01386,393.30113,1.38629,-175.95,109.0
426,-382.06,91,-0.01386,181.02998,1.38629,-179.08,109.2
427,-291.22,101,-0.01386,78.21628,1.38629,-180.98,109.5
428,-112.33,88,-0.01386,48.51285,1.38629,-180.6,109.7
429,-112.47,92,-0.01386,71.50293,1.38629,-178.11,110.0
430,-392.41,84,-0.01386,327.43556,1.38629,-180.52,110.2
431,-137.59,55,-0.01386,60.2452,1.38629,-180.96,110.3
432,-258.69,81,-0.01386,133.13781,1.38629,-182.52,110.6
433,-90.51,104,-0.01386,31.38916,1.38629,-181.21,110.8
434,-101.5,73,-0.01386,33.67494,1.38629,-181.0,111.0
435,-151.87,122,-0.01386,26.9215,1.38629,-180.56,111.4
436,-127.44,75,-0.01386,74.33736,1.38629,-181.02,111.6
437,-166.97,99,-0.01386,16.72106,1.38629,-180.37,111.8
438,-56.87,112,-0.01386,461.44284,1.38629,-179.53,112.2
439,-147.9,92,-0.01386,28.145,1.38629,-179.82,112.4
440,-355.57,121,-0.01386,51.12941,1.38629,-181.74,112.7
441,-54.11,71,-0.01386,72.73936,1.38629,-179.91,112.9
442,-235.13,92,-0.01386,566.67546,1.38629,-179.19,113.2
443,-134.91,75,-0.01386,32.75178,1.38629,-177.4,113.4
444,-335.36,100,-0.01386,77.90152,1.38629,-177.09,113.7
445,-106.23,80,-0.01386,34.70557,1.38629,-176.66,113.9
446,-51.46,103,-0.01386,108.74184,1.38629,-176.1,114.2
447,-206.48,89,-0.01386,13.90815,1.38629,-175.99,114.4
448,-77.45,62,-0.01386,40.15646,1.38629,-175.55,114.6
449,-327.01,119,-0.01386,47.60233,1.38629,-175.9,115.0
450,-14.99,96,-0.01386,744.45607,1.38629,-175.29,115.2
451,-536.01,100,-0.01386,167.52212,1.38629,-179.61,115.5
452,-98.15,73,-0.01386,32.96533,1.38629,-179.8,115.7
453,-166.52,74,-0.01386,12.05431,1.38629,-178.72,115.9
454,-260.15,63,-0.01386,60.44088,1.38629,-178.2,116.1
455,-489.55,125,-0.01386,89.26755,1.38629,-182.14,116.4
456,-73.73,66,-0.01386,66.67572,1.38629,-181.61,116.6
457,-114.43,74,-0.01386,21.87734,1.38629,-181.35,116.7
458,-152.64,87,-0.01386,91.81695,1.38628,-181.78,117.0
459,-323.98,88,-0.01386,65.01516,1.38629,-181.82,117.2
460,-85.55,73,-0.01386,42.61059,1.38629,-181.61,117.4
461,-192.79,62,-0.01386,46.555,1.38629,-182.1,117.6
462,-118.34,96,-0.01386,38.8415,1.38629,-180.3,117.8
463,-89.98,69,-0.01386,52.05042,1.38629,-178.9,118.0
464,-398.75,73,-0.01386,151.75801,1.38629,-178.96,118.2
465,-297.88,91,-0.01386,46.17437,1.38629,-180.4,118.4
466,-88.27,71,-0.01386,28.76938,1.38629,-180.41,118.6
467,-357.91,98,-0.01386,138.7871,1.38629,-182.1,118.8
468,-122.31,107,-0.01386,15.39579,1.38629,-182.69,119.1
469,-120.46,63,-0.01386,68.64445,1.38629,-181.32,119.3
470,-390.45,126,-0.01386,70.83258,1.38629,-180.03,119.6
471,-108.52,96,-0.01386,54.32357,1.38629,-177.46,119.8
472,-167.78,97,-0.01386,52.96784,1.38629,-176.21,120.0
473,-314.77,100,-0.01386,44.80032,1.38629,-179.23,120.3
474,-159.96,57,-0.01386,14.28812,1.38629,-177.9,120.4
475,-221.87,78,-0.01386,51.29088,1.38629,-178.67,120.6
476,-102.58,93,-0.01386,33.41791,1.38629,-178.61,120.9
477,-190.28,130,-0.01386,20.31798,1.38629,-179.48,121.2
478,-117.32,91,-0.01386,22.0343,1.38629,-179.48,121.4
479,-101.67,90,-0.01386,32.29982,1.38629,-177.9,121.7
480,-346.66,125,-0.01386,312.87604,1.38629,-180.26,122.0
481,-280.94,95,-0.01386,34.23463,1.38629,-183.2,122.2
482,-139.36,69,-0.01386,115.22162,1.38629,-183.51,122.4
483,-210.29,75,-0.01386,308.23566,1.38629,-184.62,122.6
484,-87.74,127,-0.01386,115.74381,1.38629,-184.71,122.9
485,-317.08,93,-0.01386,241.96657,1.38629,-187.18,123.2
486,-103.93,92,-0.01386,23.42898,1.38629,-187.5,123.4
487,-214.37,66,-0.01386,48.69965,1.38629,-188.08,123.6
488,-228.89,119,-0.01386,45.59209,1.38629,-185.75,123.9
489,-381.18,90,-0.01386,102.63485,1.38629,-186.67,124.1
490,-71.53,75,-0.01386,33.21824,1.38629,-186.04,124.3
491,-322.7,99,-0.01386,21.52823,1.38629,-186.54,124.5
492,-118.38,100,-0.01386,15.46184,1.38629,-185.08,124.8
493,-197.27,81,-0.01386,64.57835,1.38629,-184.66,125.0
494,-164.41,115,-0.01386,47.7531,1.38629,-182.75,125.3
495,-130.96,124,-0.01386,17.47646,1.38629,-184.09,125.6
496,-156.4,83,-0.01386,15.14697,1.38629,-185.5,125.8
497,-68.35,73,-0.01386,30.83719,1.38629,-185.38,126.0
498,-517.05,108,-0.01386,147.18451,1.38629,-186.26,126.2
499,-298.28,90,-0.01386,149.89654,1.38629,-185.46,126.4
500,-131.95,77,-0.01386,29.22992,1.38629,-184.24,126.6
501,-110.89,61,-0.01386,38.10438,1.38629,-184.14,126.8
502,-192.93,113,-0.01386,10.09606,1.38629,-184.03,127.1
503,-70.26,67,-0.01386,33.96292,1.38629,-181.36,127.2
504,-210.37,64,-0.01386,77.80596,1.38629,-182.91,127.4
505,-128.26,92,-0.01386,18.87197,1.38629,-182.99,127.6
506,-246.6,61,-0.01386,551.97705,1.38629,-183.18,127.8
507,-264.13,112,-0.01386,10.25566,1.38629,-184.85,128.1
508,-244.71,63,-0.01386,45.24513,1.38629,-186.53,128.2
509,-95.64,70,-0.01386,69.59778,1.38629,-186.78,128.4
510,-101.56,60,-0.01386,36.55078,1.38629,-185.57,128.5
511,-148.33,71,-0.01386,14.76314,1.38629,-185.44,128.7
512,-214.49,77,-0.01386,49.89677,1.38629,-186.59,128.9
513,-329.97,113,-0.01386,43.78893,1.38629,-188.85,129.2
514,-221.42,119,-0.01386,41.34393,1.38629,-189.9,129.5
515,-358.26,82,-0.01386,54.60634,1.38629,-192.64,129.7
516,-290.49,104,-0.01386,38.53397,1.38629,-194.0,129.9
517,-420.28,113,-0.01386,101.37619,1.38629,-196.69,130.2
518,-3.86,128,-0.01386,535.6127,1.38629,-195.68,130.5
519,-153.65,87,-0.01386,111.62591,1.38629,-196.51,130.7
520,-207.63,69,-0.01386,164.78142,1.38629,-197.33,130.9
521,17.31,73,-0.01386,1285.87357,1.38629,-193.15,131.1
522,-133.48,72,-0.01386,285.29398,1.38629,-193.53,131.3
523,-193.31,73,-0.01386,124.03374,1.38629,-194.33,131.5
524,-208.65,114,-0.01386,157.61477,1.38629,-195.23,131.8
525,-277.24,131,-0.01386,14.78428,1.38629,-196.88,132.1
526,-114.62,105,-0.01386,71.23231,1.38629,-194.21,132.4
527,-213.98,63,-0.01386,104.16161,1.38629,-193.43,132.6
528,-65.79,69,-0.01386,74.52255,1.38629,-192.97,132.7
529,-111.45,64,-0.01386,188.17075,1.38629,-192.96,132.9
530,-266.89,115,-0.01386,28.99834,1.38629,-191.7,133.2
531,-97.53,75,-0.01386,104.47684,1.38629,-191.3,133.4
532,-265.14,118,-0.01386,29.06663,1.38629,-191.37,133.7
533,-170.32,121,-0.01386,59.39736,1.38629,-192.16,134.1
534,-83.89,84,-0.01386,45.43006,1.38629,-191.99,134.3
535,-254.98,79,-0.01386,46.96221,1.38629,-193.02,134.5
536,-97.63,60,-0.01386,39.5539,1.38629,-192.72,134.7
537,-126.11,105,-0.01386,25.57701,1.38629,-192.31,134.9
538,-271.0,67,-0.01386,79.48646,1.38629,-194.45,135.1
539,-102.33,122,-0.01386,27.60261,1.38629,-194.0,135.5
540,-174.37,125,-0.01386,17.48802,1.38629,-192.19,135.8
541,-92.06,106,-0.01386,53.33855,1.38629,-192.57,136.1
542,-79.19,109,-0.01386,44.29719,1.38629,-191.01,136.4
543,-84.0,72,-0.01386,24.32449,1.38629,-190.5,136.6
544,-134.55,91,-0.01386,31.28565,1.38629,-188.49,136.9
545,-102.06,71,-0.01386,36.72511,1.38629,-188.45,137.1
546,-173.65,113,-0.01386,11.91487,1.38629,-189.67,137.4
547,-122.9,109,-0.01386,19.65091,1.38629,-188.83,137.7
548,-19.11,110,-0.01386,277.47081,1.38629,-188.25,137.9
549,-232.23,85,-0.01386,63.66975,1.38629,-187.3,138.2
550,-120.19,96,-0.01386,33.76902,1.38629,-188.35,138.4
551,-180.26,134,-0.01386,33.52017,1.38629,-184.8,138.8
552,-140.17,75,-0.01386,12.77186,1.38629,-185.22,139.0
553,-155.82,101,-0.01386,44.73682,1.38629,-185.11,139.3
554,-337.74,95,-0.01386,575.68157,1.38629,-185.89,139.6
555,-201.13,119,-0.01386,20.0247,1.38629,-183.0,139.9
556,-96.56,63,-0.01386,22.62342,1.38629,-183.23,140.1
557,-92.67,69,-0.01386,32.20046,1.38629,-183.01,140.3
558,-78.12,60,-0.01386,34.02979,1.38629,-182.27,140.5
559,-100.48,124,-0.01386,18.47248,1.38629,-180.03,140.8
560,-101.9,92,-0.01386,55.30918,1.38629,-180.2,141.1
561,-147.67,127,-0.01386,44.51629,1.38629,-179.74,141.5
562,-372.61,81,-0.01386,131.01769,1.38629,-182.29,141.7
563,-302.47,120,-0.01386,36.44766,1.38629,-184.41,142.1
564,-127.41,83,-0.01386,26.35284,1.38629,-181.7,142.3
565,-53.96,79,-0.01386,488.30733,1.38629,-179.26,142.5
566,-183.5,107,-0.01386,92.05083,1.38629,-180.21,142.8
567,-132.91,72,-0.01386,38.74079,1.38629,-177.96,143.0
568,-152.95,95,-0.01386,54.08411,1.38629,-178.27,143.2
569,-85.93,83,-0.01386,37.64369,1.38629,-177.92,143.5
570,-159.56,60,-0.01386,69.32981,1.38629,-175.61,143.6
571,-96.15,69,-0.01386,108.90111,1.38629,-175.49,143.9
572,-180.0,127,-0.01386,64.554,1.38629,-175.61,144.2
573,-90.24,72,-0.01386,55.6824,1.38629,-173.37,144.4
574,-112.76,75,-0.01386,60.00413,1.38629,-172.89,144.6
575,-148.87,60,-0.01386,41.70481,1.38629,-172.16,144.8
576,-123.26,69,-0.01386,40.13325,1.38629,-172.37,144.9
577,-29.51,66,-0.01386,1335.70101,1.38629,-170.76,145.1
578,-214.06,133,-0.01386,41.09324,1.38629,-171.73,145.5
579,-195.19,119,-0.01386,42.45806,1.38629,-172.67,145.8
580,-216.26,119,-0.01386,307.70212,1.38629,-171.36,146.2
581,-118.59,71,-0.01386,66.00694,1.38629,-169.74,146.3
582,-114.68,58,-0.01386,58.24184,1.38629,-169.49,146.5
583,-150.93,74,-0.01386,43.10571,1.38629,-168.9,146.7
584,-299.07,119,-0.01386,17.14996,1.38629,-171.01,147.0
585,-104.5,99,-0.01386,38.65482,1.38629,-168.89,147.3
586,-158.39,60,-0.01386,36.57957,1.38629,-169.43,147.5
587,-1.47,132,-0.01386,165.12434,1.38629,-167.3,147.8
588,-254.38,73,-0.01386,45.80511,1.38629,-167.56,148.0
589,-129.64,84,-0.01386,68.18003,1.38629,-165.04,148.2
590,-422.09,90,-0.01386,195.43266,1.38629,-168.55,148.4
591,-214.99,105,-0.01386,81.49913,1.38629,-167.47,148.7
592,-85.64,74,-0.01386,36.87778,1.38629,-167.14,148.9
593,-302.94,80,-0.01386,267.8333,1.38629,-168.2,149.2
594,-288.03,100,-0.01386,33.22424,1.38629,-169.44,149.4
595,-164.2,89,-0.01386,36.53415,1.38629,-169.77,149.7
596,-231.71,115,-0.01386,183.84436,1.38629,-170.52,150.0
597,-265.07,96,-0.01386,28.13459,1.38629,-172.49,150.3
598,-131.01,64,-0.01386,128.00398,1.38629,-168.63,150.4
599,-119.01,81,-0.01386,101.59169,1.38629,-166.84,150.7
600,-127.66,121,-0.01386,43.39195,1.38629,-166.79,151.0
601,-103.84,65,-0.01386,21.54093,1.38629,-166.72,151.2
602,-186.46,114,-0.01386,53.43543,1.38629,-166.66,151.5
603,-119.64,104,-0.01386,13.72914,1.38629,-167.15,151.8
604,-114.31,90,-0.01386,51.2414,1.38629,-166.19,152.0
605,-85.44,123,-0.01386,50.53025,1.38629,-165.76,152.3
606,-64.64,76,-0.01386,313.84654,1.38629,-163.94,152.5
607,-87.49,116,-0.01386,83.08883,1.38629,-162.18,152.9
608,-106.79,92,-0.01386,37.9846,1.38629,-160.8,153.1
609,-281.96,114,-0.01386,37.74662,1.38629,-162.66,153.5
610,-125.52,127,-0.01386,50.25154,1.38629,-162.9,153.8
611,-104.83,77,-0.01386,43.04572,1.38629,-162.46,154.0
612,-91.45,88,-0.01386,56.63003,1.38629,-161.23,154.3
613,-79.75,68,-0.01386,70.18443,1.38629,-158.73,154.5
614,-288.36,92,-0.01386,71.83662,1.38629,-159.4,154.7
615,-127.19,68,-0.01386,59.74298,1.38629,-157.09,154.9
616,15.63,72,-0.01386,253.89507,1.38629,-154.03,155.1
617,-215.28,97,-0.01386,32.14179,1.38629,-151.98,155.4
618,-48.26,99,-0.01386,50.15502,1.38629,-152.42,155.7
619,-316.02,101,-0.01386,86.18186,1.38629,-154.05,156.0
620,-317.57,78,-0.01386,130.00968,1.38629,-155.15,156.2
621,-218.29,104,-0.01386,41.91585,1.38629,-157.5,156.5
622,-72.78,64,-0.01386,36.21226,1.38629,-156.9,156.6
623,-124.71,72,-0.01386,65.76594,1.38629,-156.21,156.8
624,-307.54,96,-0.01386,51.73978,1.38629,-157.2,157.1
625,-320.23,83,-0.01386,465.08442,1.38629,-157.63,157.3
626,-102.95,66,-0.01386,44.86558,1.38629,-157.51,157.5
627,-88.33,107,-0.01386,36.98324,1.38629,-156.25,157.7
628,-224.85,92,-0.01386,51.82724,1.38629,-157.85,158.0
629,-80.71,108,-0.01386,45.33713,1.38629,-157.54,158.3
630,-139.93,138,-0.01386,36.12109,1.38627,-156.27,158.7
631,-121.41,92,-0.01386,38.41741,1.38629,-156.51,158.9
632,-265.23,122,-0.01386,55.37535,1.38629,-156.51,159.2
633,-330.28,79,-0.01386,112.72746,1.38629,-158.11,159.4
634,-139.12,85,-0.01386,72.87866,1.38629,-158.66,159.6
635,-210.19,80,-0.01386,74.19214,1.38629,-158.21,159.9
636,-86.48,68,-0.01386,26.32179,1.38629,-158.1,160.0
637,-349.04,114,-0.01386,54.36762,1.38629,-160.33,160.3
638,-312.73,115,-0.01386,35.80872,1.38629,-160.75,160.6
639,-486.78,117,-0.01386,124.98331,1.38629,-164.59,160.9
640,-91.44,63,-0.01386,21.82216,1.38629,-163.76,161.1
641,-101.03,86,-0.01386,45.60004,1.38629,-163.85,161.3
642,-237.5,84,-0.01386,31.40974,1.38629,-165.44,161.5
643,-93.67,115,-0.01386,34.15676,1.38629,-165.53,161.8
644,-100.23,102,-0.01386,30.77201,1.38629,-165.19,162.1
645,-78.54,86,-0.01386,80.5958,1.38629,-164.95,162.3
646,-126.52,60,-0.01386,110.14992,1.38629,-164.48,162.5
647,-177.92,92,-0.01386,85.09619,1.38629,-165.03,162.7
648,-238.05,112,-0.01386,24.15585,1.38629,-167.22,163.0
649,-135.81,80,-0.01386,200.74411,1.38629,-166.26,163.2
650,-400.85,84,-0.01386,138.47754,1.38629,-169.06,163.5
651,-112.86,76,-0.01386,28.00872,1.38629,-168.39,163.7
652,-103.83,68,-0.01386,94.66438,1.38629,-168.03,163.8
653,-157.32,122,-0.01386,30.82887,1.38629,-168.04,164.2
654,-95.0,70,-0.01386,23.79195,1.38629,-165.61,164.4
655,-124.0,62,-0.01386,22.01872,1.38629,-164.84,164.6
656,-114.24,95,-0.01386,16.29608,1.38629,-165.02,164.8
657,-154.53,81,-0.01386,113.44922,1.38629,-165.64,165.0
658,-110.82,73,-0.01386,26.22972,1.38629,-165.97,165.2
659,-86.89,91,-0.01386,87.39557,1.38629,-165.83,165.5
660,-128.49,61,-0.01386,45.55685,1.38629,-166.1,165.6
661,-105.9,56,-0.01386,69.12868,1.38629,-165.68,165.7
662,-95.46,77,-0.01386,56.70865,1.38629,-162.91,165.9
663,-391.33,107,-0.01386,104.86752,1.38629,-163.79,166.2
664,-201.7,117,-0.01386,94.34786,1.38629,-164.54,166.5
665,-108.17,100,-0.01386,62.86547,1.38629,-165.08,166.8
666,-152.03,64,-0.01386,36.64576,1.38629,-164.77,166.9
667,-316.28,86,-0.01386,74.57838,1.38629,-166.6,167.2
668,-172.08,112,-0.01386,92.33161,1.38629,-166.79,167.5
669,-103.09,116,-0.01386,50.64968,1.38629,-166.96,167.8
670,-99.15,80,-0.01386,19.29549,1.38629,-166.36,168.0
671,-15.63,147,-0.01386,300.54726,1.38629,-165.55,168.4
672,-285.39,94,-0.01386,464.65972,1.38629,-166.61,168.7
673,-164.64,90,-0.01386,9.30652,1.38629,-167.35,168.9
674,-140.4,109,-0.01386,12.3852,1.38629,-167.63,169.2
675,-94.09,109,-0.01386,30.53425,1.38629,-167.08,169.5
676,-85.89,71,-0.01386,72.94007,1.38629,-166.71,169.7
677,-469.05,106,-0.01386,493.86393,1.38629,-171.1,170.0
678,-27.51,83,-0.01386,274.38359,1.38629,-169.24,170.2
679,-170.23,72,-0.01386,25.93534,1.38629,-168.99,170.4
680,-66.22,66,-0.01386,245.36826,1.38629,-167.49,170.5
681,-56.42,64,-0.01386,36.56189,1.38629,-166.86,170.7
682,-78.32,58,-0.01386,39.72156,1.38629,-166.5,170.8
683,-168.14,67,-0.01386,43.8307,1.38629,-166.67,171.0
684,-98.13,109,-0.01386,34.21889,1.38629,-164.66,171.3
685,-69.4,71,-0.01386,79.52378,1.38629,-164.31,171.5
686,-307.36,118,-0.01386,188.00567,1.38629,-165.8,171.8
687,-205.23,73,-0.01386,42.08773,1.38629,-167.84,172.0
688,-136.31,88,-0.01386,18.9534,1.38629,-166.66,172.2
689,-76.19,74,-0.01386,41.01933,1.38629,-166.12,172.4
690,-117.3,58,-0.01386,38.50616,1.38629,-163.08,172.5
691,-147.27,100,-0.01386,29.92826,1.38629,-162.4,172.8
692,-115.68,90,-0.01386,42.30374,1.38629,-162.7,173.0
693,-274.17,94,-0.01386,165.38728,1.38629,-162.41,173.3
694,-186.02,137,-0.01386,37.58761,1.38629,-161.39,173.6
695,-108.67,81,-0.01386,131.37681,1.38629,-160.84,173.8
696,-111.84,91,-0.01386,94.35072,1.38629,-159.64,174.1
697,-278.2,131,-0.01386,48.84927,1.38629,-159.77,174.5
698,-148.02,66,-0.01386,52.72374,1.38629,-159.94,174.6
699,-137.03,103,-0.01386,27.03842,1.38629,-160.12,175.0
700,-160.98,111,-0.01386,84.02793,1.38629,-160.45,175.3
701,-137.75,111,-0.01386,53.6115,1.38629,-160.79,175.6
702,-159.23,81,-0.01386,45.13181,1.38629,-160.52,175.9
703,-132.59,119,-0.01386,29.64089,1.38629,-160.65,176.2
704,-70.01,67,-0.01386,48.26241,1.38629,-160.21,176.4
705,-270.34,62,-0.01386,135.22013,1.38629,-162.05,176.6
706,-88.27,63,-0.01386,45.90008,1.38629,-162.29,176.8
707,-87.35,63,-0.01386,67.38644,1.38629,-162.29,177.1
708,-89.49,87,-0.01386,38.51099,1.38629,-162.12,177.5
709,-61.66,78,-0.01386,250.00562,1.38629,-159.91,177.9
710,-100.46,69,-0.01386,44.43952,1.38629,-159.66,178.1
711,-46.58,59,-0.01386,56.13112,1.38629,-159.08,178.4
712,-106.2,96,-0.01386,88.22368,1.38629,-159.23,178.7
713,-128.95,83,-0.01386,51.91682,1.38629,-159.72,179.0
714,-123.06,102,-0.01386,46.68274,1.38629,-158.07,179.3
715,-171.12,106,-0.01386,76.02104,1.38629,-158.51,179.7
716,-193.69,66,-0.01386,126.18807,1.38629,-160.6,179.9
717,3.03,121,-0.01386,405.96458,1.38629,-158.42,180.3
718,-100.54,84,-0.01386,40.7053,1.38629,-158.94,180.5
719,-292.63,112,-0.01386,136.11239,1.38629,-158.71,180.9
720,-191.62,88,-0.01386,33.90538,1.38629,-157.45,181.2
721,-294.52,79,-0.01386,101.26685,1.38629,-158.21,181.4
722,-141.36,72,-0.01386,59.5726,1.38629,-158.89,181.7
723,-140.62,80,-0.01386,34.11217,1.38629,-159.05,181.9
724,-122.24,71,-0.01386,134.84461,1.38629,-157.2,182.1
725,-117.33,85,-0.01386,34.47167,1.38629,-155.17,182.4
726,-109.4,74,-0.01386,23.52249,1.38629,-155.24,182.6
727,-177.78,126,-0.01386,37.49916,1.38629,-156.13,182.9
728,-485.7,109,-0.01386,204.35595,1.38629,-158.74,183.3
729,-424.44,91,-0.01386,221.20324,1.38629,-162.18,183.5
730,-306.37,93,-0.01386,40.68915,1.38629,-163.84,183.8
731,-288.63,90,-0.01386,133.87421,1.38629,-165.51,184.0
732,-242.87,99,-0.01386,112.84261,1.38629,-165.29,184.3
733,-175.39,91,-0.01386,19.28381,1.38629,-163.74,184.6
734,-386.53,83,-0.01386,137.13298,1.38629,-166.21,184.8
735,-238.64,116,-0.01386,15.85724,1.38629,-166.5,185.1
736,-116.51,90,-0.01386,26.03587,1.38629,-166.8,185.4
737,-233.35,98,-0.01386,10.6799,1.38629,-165.64,185.7
738,-151.02,83,-0.01386,56.48835,1.38629,-164.02,185.9
739,-135.42,112,-0.01386,78.63192,1.38629,-160.51,186.3
740,-180.05,108,-0.01386,112.04124,1.38629,-161.4,186.5
741,-117.59,115,-0.01386,44.42129,1.38629,-161.56,186.8
742,-84.39,138,-0.01386,22.49236,1.38629,-160.03,187.3
743,-259.27,80,-0.01386,70.5812,1.38629,-161.69,187.6
744,69.06,1000,-0.01386,154.63698,1.38629,-159.99,190.4
745,-98.17,75,-0.01386,153.66699,1.38629,-160.19,190.6
746,-390.93,126,-0.01386,626.72104,1.38629,-162.84,190.9
747,-135.13,108,-0.01386,130.57619,1.38629,-162.41,191.2
748,-132.43,68,-0.01386,410.34597,1.38629,-161.35,191.4
749,-271.27,74,-0.01386,203.07895,1.38629,-162.71,191.6
750,-121.32,126,-0.01386,107.0844,1.38629,-159.91,191.9
751,-80.06,70,-0.01386,137.23803,1.38629,-159.58,192.1
752,-80.18,110,-0.01386,96.96851,1.38629,-159.35,192.4
753,-68.21,61,-0.01386,233.12683,1.38629,-158.45,192.6
754,-167.92,82,-0.01386,147.05966,1.38629,-159.18,192.8
755,-193.7,65,-0.01386,150.55225,1.38629,-159.88,193.0
756,-75.09,113,-0.01386,91.23249,1.38629,-159.49,193.3
757,-152.04,105,-0.01386,119.01743,1.38629,-159.46,193.5
758,-454.38,96,-0.01386,207.96568,1.38629,-162.9,193.8
759,-97.15,71,-0.01386,152.70674,1.38629,-163.0,194.0
760,-217.92,72,-0.01386,426.17313,1.38629,-163.9,194.2
761,-197.05,107,-0.01386,91.97857,1.38629,-164.81,194.4
762,-167.99,71,-0.01386,199.28352,1.38629,-165.53,194.6
763,-382.55,115,-0.01386,225.18614,1.38629,-165.45,195.0
764,-172.86,74,-0.01386,404.50179,1.38629,-165.16,195.1
765,-84.75,80,-0.01386,59.10115,1.38629,-164.92,195.4
766,-167.44,79,-0.01386,71.86673,1.38629,-165.08,195.6
767,-150.2,97,-0.01386,66.13423,1.38629,-163.42,195.8
768,-254.42,101,-0.01386,85.61385,1.38629,-164.24,196.1
769,-223.26,97,-0.01386,54.54452,1.38629,-165.44,196.4
770,-114.46,114,-0.01386,27.12429,1.38629,-165.59,196.7
771,-430.51,103,-0.01386,145.81404,1.38629,-169.74,197.0
772,-137.82,63,-0.01386,57.02637,1.38629,-168.27,197.2
773,-446.3,106,-0.01386,133.42908,1.38629,-171.08,197.5
774,-474.84,111,-0.01386,406.06068,1.38629,-174.43,197.8
775,-98.21,77,-0.01386,45.48394,1.38629,-174.47,198.1
776,-39.82,72,-0.01386,61.1748,1.38629,-174.01,198.3
777,-444.06,94,-0.01386,165.80788,1.38629,-173.76,198.6
778,-129.35,60,-0.01386,76.45428,1.38629,-174.78,198.7
779,-143.09,73,-0.01386,197.46559,1.38629,-174.51,198.9
780,-234.61,119,-0.01386,29.59066,1.38629,-176.19,199.2
781,-255.37,84,-0.01386,138.97922,1.38629,-178.18,199.5
782,-196.85,111,-0.01386,17.01801,1.38629,-179.37,199.8
783,-197.32,112,-0.01386,108.6449,1.38629,-179.66,200.1
784,36.3,79,-0.01386,1173.70342,1.38629,-178.31,200.3
785,-232.26,74,-0.01386,40.43534,1.38629,-179.94,200.5
786,-118.07,82,-0.01386,40.30895,1.38629,-178.05,200.7
787,-229.36,73,-0.01386,40.16807,1.38629,-178.29,200.9
788,-93.36,66,-0.01386,63.39098,1.38629,-177.86,201.1
789,-106.1,73,-0.01386,31.44644,1.38629,-178.16,201.2
790,-409.77,106,-0.01386,183.71919,1.38629,-181.08,201.5
791,-125.68,161,-0.01386,98.85409,1.38629,-180.87,202.0
792,-124.12,94,-0.01386,37.65036,1.38629,-180.95,202.2
793,-212.38,90,-0.01386,34.01574,1.38629,-180.33,202.4
794,-114.77,108,-0.01386,35.75167,1.38629,-179.62,202.7
795,-118.61,93,-0.01386,35.47383,1.38629,-179.72,202.9
796,-223.49,104,-0.01386,232.68128,1.38629,-180.84,203.2
797,-108.9,112,-0.01386,76.68818,1.38629,-179.14,203.5
798,-88.9,73,-0.01386,109.93084,1.38629,-178.55,203.7
799,-307.64,97,-0.01386,165.11382,1.38629,-180.26,203.9
800,-33.23,65,-0.01386,228.98345,1.38629,-178.98,204.1
801,-364.28,107,-0.01386,148.38372,1.38629,-181.25,204.4
802,-110.62,76,-0.01386,68.76398,1.38629,-180.76,204.7
803,-143.3,95,-0.01386,42.8836,1.38629,-180.87,204.9
804,-109.14,90,-0.01386,275.7536,1.38629,-181.26,205.2
805,-116.01,106,-0.01386,68.19998,1.38629,-179.72,205.5
806,-136.91,108,-0.01386,34.30284,1.38629,-180.2,205.8
807,-165.3,74,-0.01386,69.70327,1.38629,-180.98,206.0
808,-341.38,130,-0.01386,52.7848,1.38629,-183.5,206.3
809,-140.36,100,-0.01386,20.86929,1.38629,-184.29,206.6
810,-483.06,137,-0.01386,152.65755,1.38629,-188.11,207.0
811,-94.49,79,-0.01386,41.81406,1.38629,-188.59,207.2
812,-102.91,77,-0.01386,30.55842,1.38629,-188.56,207.4
813,-192.53,115,-0.01386,20.76028,1.38629,-189.2,207.7
814,-79.78,62,-0.01386,60.27954,1.38629,-188.76,207.9
815,-264.98,113,-0.01386,123.95294,1.38629,-189.7,208.2
816,-372.89,91,-0.01386,473.87918,1.38629,-191.49,208.5
817,-83.54,65,-0.01386,28.37857,1.38629,-192.36,208.7
818,-92.2,89,-0.01386,70.75791,1.38629,-192.28,208.9
