episode,reward,steps,actor_loss,critic_loss,entropy,moving_avg_100,elapsed_s
819,-109.6,98,-0.01386,39.14026,1.38629,-190.45,209.1
820,-81.38,79,-0.01386,26.49094,1.38629,-189.34,209.3
821,-62.03,68,-0.01386,50.16181,1.38629,-187.02,209.5
822,-104.37,101,-0.01386,53.906,1.38629,-186.65,209.8
823,-167.56,66,-0.01386,59.33798,1.38629,-186.92,209.9
824,-379.85,80,-0.01386,152.72338,1.38629,-189.49,210.1
825,-139.51,102,-0.01386,143.74648,1.38629,-189.72,210.4
826,-111.8,91,-0.01386,106.78345,1.38629,-189.74,210.7
827,-112.45,71,-0.01386,115.38579,1.38629,-189.09,210.8
828,-85.2,71,-0.01386,75.30196,1.38629,-185.08,211.0
829,-226.88,81,-0.01386,354.52038,1.38629,-183.11,211.2
830,-356.77,88,-0.01386,114.37207,1.38629,-183.61,211.5
831,-378.64,127,-0.01386,589.70084,1.38629,-184.51,211.9
832,-174.06,72,-0.01386,25.7252,1.38629,-183.82,212.1
833,-173.97,119,-0.01386,63.77278,1.38629,-183.81,212.4
834,-306.8,127,-0.01386,583.69203,1.38629,-183.01,212.7
835,-87.91,72,-0.01386,35.00391,1.38629,-181.5,212.8
836,-103.17,87,-0.01386,81.83087,1.38629,-181.37,213.1
837,-133.95,65,-0.01386,21.15575,1.38626,-180.38,213.3
838,-189.11,64,-0.01386,53.96231,1.38628,-180.76,213.4
839,-396.43,154,-0.01386,331.99106,1.38629,-183.37,213.8
840,-79.01,133,-0.01386,36.95101,1.38629,-182.36,214.2
841,-76.44,75,-0.01386,159.60984,1.38624,-181.94,214.4
842,-289.77,146,-0.01386,137.42818,1.38629,-184.0,214.8
843,-374.1,115,-0.01386,71.79407,1.38629,-185.15,215.0
844,-62.4,102,-0.01386,46.04857,1.38629,-186.46,215.3
845,-142.02,83,-0.01386,22.43146,1.38629,-186.9,215.6
846,-225.16,96,-0.01386,137.01547,1.38629,-185.24,215.8
847,-140.82,102,-0.01386,73.61559,1.38629,-185.3,216.1
848,36.74,104,-0.01386,570.58742,1.38629,-183.61,216.3
849,-139.99,65,-0.01386,32.17564,1.38629,-182.29,216.5
850,-68.79,98,-0.01386,29.65233,1.38629,-181.77,216.8
851,-293.48,92,-0.01386,36.50988,1.38629,-183.9,217.0
852,-162.24,102,-0.01386,16.07166,1.38629,-184.72,217.3
853,-107.72,94,-0.01386,198.72845,1.38629,-185.12,217.6
854,-17.48,101,-0.01386,493.33008,1.38629,-183.62,217.9
855,-268.03,85,-0.01386,193.52976,1.38629,-184.36,218.1
856,-215.89,66,-0.01386,84.05091,1.38629,-185.77,218.2
857,-147.17,71,-0.01386,71.85597,1.38629,-185.72,218.4
858,-356.18,111,-0.01386,208.57816,1.38629,-184.74,218.8
859,-265.36,94,-0.01386,375.13267,1.38629,-186.42,219.0
860,-120.0,57,-0.01386,17.79072,1.38629,-185.44,219.2
861,-437.63,87,-0.01386,132.03533,1.38629,-187.84,219.4
862,-126.26,89,-0.01386,78.42837,1.38629,-187.43,219.7
863,-145.63,111,-0.01386,11.99259,1.38629,-185.06,220.0
864,-173.62,117,-0.01386,15.90701,1.38629,-185.07,220.4
865,-130.68,75,-0.01386,11.27589,1.38629,-185.52,220.6
866,-137.13,72,-0.01386,56.15386,1.38629,-185.22,220.8
867,-111.75,69,-0.01386,25.61562,1.38629,-184.84,221.0
868,-84.67,81,-0.01386,54.43398,1.38629,-183.14,221.2
869,-153.23,85,-0.01386,18.63679,1.38629,-182.44,221.4
870,-169.7,89,-0.01386,15.7335,1.38629,-182.99,221.7
871,-195.61,106,-0.01386,185.14105,1.38629,-180.64,222.0
872,-105.94,63,-0.01386,42.89071,1.38629,-180.32,222.2
873,-30.21,62,-0.01386,66.04707,1.38629,-176.16,222.4
874,-151.83,80,-0.01386,13.90021,1.38629,-172.93,222.6
875,-62.9,68,-0.01386,24.90579,1.38629,-172.58,222.8
876,-114.9,65,-0.01386,27.30368,1.38629,-173.33,223.0
877,-100.63,104,-0.01386,18.17688,1.38629,-169.9,223.3
878,-5.07,109,-0.01386,497.03126,1.38629,-168.65,223.6
879,-104.7,99,-0.01386,14.75342,1.38629,-168.27,223.9
880,-243.06,119,-0.01386,19.61338,1.38629,-168.35,224.2
881,-83.15,64,-0.01386,50.8822,1.38629,-166.63,224.4
882,-261.29,108,-0.01386,18.89978,1.38629,-167.28,224.7
883,-120.61,61,-0.01386,81.75256,1.38629,-166.51,224.9
884,-129.55,80,-0.01386,60.73455,1.38629,-168.17,225.1
885,-135.27,62,-0.01386,85.44462,1.38629,-167.2,225.3
886,-86.65,95,-0.01386,37.85253,1.38629,-166.88,225.6
887,-2.4,137,-0.01386,353.44186,1.38629,-164.61,226.0
888,-64.72,70,-0.01386,43.11589,1.38629,-164.33,226.2
889,-106.71,65,-0.01386,46.93764,1.38629,-164.33,226.4
890,-210.95,79,-0.01386,137.35127,1.38629,-162.35,226.6
891,-97.19,64,-0.01386,29.68176,1.38629,-162.06,226.8
892,-87.05,58,-0.01386,25.97715,1.38629,-161.69,226.9
893,-107.05,101,-0.01386,73.58093,1.38629,-160.64,227.2
894,-92.05,77,-0.01386,276.06959,1.38629,-160.41,227.5
895,-176.33,125,-0.01386,200.58681,1.38629,-160.99,227.8
896,-163.01,74,-0.01386,34.46923,1.38629,-160.38,228.1
897,-200.24,79,-0.01386,61.81342,1.38629,-161.3,228.3
898,-96.61,64,-0.01386,84.41876,1.38629,-161.37,228.5
899,-44.36,88,-0.01386,537.44366,1.38629,-158.74,228.7
900,-242.26,128,-0.01386,26.29982,1.38629,-160.83,229.1
901,-109.64,74,-0.01386,62.79515,1.38629,-158.28,229.4
902,-269.39,77,-0.01386,315.72361,1.38629,-159.87,229.6
903,-106.06,81,-0.01386,39.1284,1.38629,-159.5,229.9
904,-363.55,100,-0.01386,120.07049,1.38629,-162.04,230.2
905,-115.32,70,-0.01386,80.18922,1.38629,-162.04,230.4
906,-129.82,102,-0.01386,89.16562,1.38629,-161.96,230.7
907,-340.62,102,-0.01386,251.59542,1.38629,-163.72,231.0
908,-132.6,87,-0.01386,47.49171,1.38629,-161.63,231.3
909,12.76,116,-0.01386,360.00586,1.38629,-160.1,231.6
910,-285.54,66,-0.01386,144.01749,1.38629,-158.12,231.8
911,-200.31,68,-0.01386,83.69971,1.38629,-159.18,232.0
912,-130.01,79,-0.01386,47.08547,1.38629,-159.45,232.3
913,-328.68,108,-0.01386,216.62409,1.38629,-160.81,232.6
914,-126.36,98,-0.01386,215.7228,1.38629,-161.28,232.9
915,-99.56,124,-0.01386,329.91299,1.38629,-159.63,233.3
916,-341.59,114,-0.01386,250.12401,1.38629,-159.31,233.6
917,-160.05,81,-0.01386,91.53198,1.38629,-160.08,233.9
918,-237.13,65,-0.01386,52.63536,1.38629,-161.53,234.1
919,-173.72,118,-0.01386,43.12794,1.38629,-162.17,234.5
920,-220.77,82,-0.01386,260.63104,1.38629,-163.56,234.8
921,-152.28,98,-0.01386,214.59489,1.38629,-164.47,235.1
922,-352.69,95,-0.01386,78.33877,1.38629,-166.95,235.4
923,-121.74,62,-0.01386,38.90386,1.38629,-166.49,235.6
924,-198.86,75,-0.01386,91.75083,1.38629,-164.68,235.8
925,-81.03,67,-0.01386,37.26131,1.38629,-164.1,236.0
926,-120.4,93,-0.01386,25.51889,1.38629,-164.18,236.3
927,-289.69,97,-0.01386,117.10468,1.38629,-165.95,236.5
928,-363.32,118,-0.01386,36.8176,1.38629,-168.74,236.9
929,-417.42,97,-0.01386,266.03729,1.38629,-170.64,237.2
930,-88.62,89,-0.01386,25.65989,1.38629,-167.96,237.4
931,-62.68,72,-0.01386,39.40921,1.38629,-164.8,237.6
932,24.51,136,-0.01386,448.57968,1.38629,-162.81,238.0
933,-84.17,78,-0.01386,27.5122,1.38629,-161.92,238.2
934,-410.96,95,-0.01386,91.32032,1.38629,-162.96,238.5
935,-229.23,72,-0.01386,47.34495,1.38629,-164.37,238.7
936,-110.44,79,-0.01386,10.32129,1.38629,-164.44,238.9
937,-311.37,116,-0.01386,17.02933,1.38629,-166.22,239.3
938,-148.1,73,-0.01386,20.51221,1.38629,-165.81,239.5
939,-261.82,78,-0.01386,153.63477,1.38629,-164.46,239.7
940,-435.67,82,-0.01386,655.6576,1.38629,-168.03,239.9
941,-115.97,136,-0.01386,68.30527,1.38629,-168.42,240.3
942,-215.06,71,-0.01386,246.99843,1.38629,-167.68,240.5
943,-167.15,77,-0.01386,22.18516,1.38629,-165.61,240.7
944,-118.69,97,-0.01386,23.34913,1.38629,-166.17,241.0
945,-132.99,96,-0.01386,55.71488,1.38629,-166.08,241.3
946,-113.67,108,-0.01386,203.47725,1.38629,-164.96,241.6
947,-158.32,112,-0.01386,48.53716,1.38629,-165.14,241.9
948,-157.18,116,-0.01386,25.41255,1.38629,-167.08,242.3
949,-112.27,73,-0.01386,28.70739,1.38629,-166.8,242.5
950,-107.7,65,-0.01386,55.27786,1.38629,-167.19,242.7
951,-241.85,96,-0.01386,35.04633,1.38629,-166.67,243.0
952,-365.25,85,-0.01386,255.17071,1.38629,-168.7,243.2
953,-9.12,131,-0.01386,330.21107,1.38629,-167.72,243.6
954,-199.63,73,-0.01386,137.76082,1.38629,-169.54,243.8
955,-273.17,114,-0.01386,313.62941,1.38629,-169.59,244.2
956,-80.8,107,-0.01386,48.83648,1.38629,-168.24,244.5
957,-112.52,91,-0.01386,39.82842,1.38629,-167.89,244.8
958,-448.04,108,-0.01386,303.0091,1.38629,-168.81,245.3
959,-112.15,71,-0.01386,28.21374,1.38629,-167.28,245.7
960,-81.08,116,-0.01386,252.95794,1.38629,-166.89,246.4
961,-350.57,102,-0.01386,64.85411,1.38629,-166.02,246.9
962,-329.91,98,-0.01386,339.08533,1.38629,-168.06,247.4
963,-107.49,88,-0.01386,27.02984,1.38629,-167.68,247.8
964,-306.07,86,-0.01386,407.99065,1.38629,-169.0,248.3
965,-136.42,103,-0.01386,16.53555,1.38629,-169.06,249.0
966,-410.04,134,-0.01386,373.37314,1.38629,-171.79,249.7
967,-109.77,78,-0.01386,33.54296,1.38626,-171.77,250.1
968,-221.52,112,-0.01386,365.67376,1.38626,-173.14,250.7
969,-182.13,98,-0.01386,31.28658,1.38629,-173.42,251.2
970,-313.82,86,-0.01386,466.43505,1.38627,-174.87,251.8
971,-338.77,96,-0.01386,56.16233,1.38628,-176.3,252.4
972,-98.59,95,-0.01386,157.18449,1.38629,-176.22,252.9
973,-355.0,96,-0.01386,39.94456,1.38629,-179.47,253.7
974,-251.38,77,-0.01386,70.54612,1.38628,-180.47,254.2
975,-218.94,79,-0.01386,25.01046,1.38629,-182.03,254.8
976,-149.26,96,-0.01386,337.89169,1.38628,-182.37,255.5
977,-60.21,70,-0.01386,44.45919,1.38629,-181.97,256.0
978,-279.43,103,-0.01386,301.61441,1.38629,-184.71,256.5
979,-240.75,110,-0.01386,329.77502,1.38629,-186.07,257.3
980,-159.47,111,-0.01386,22.84462,1.38629,-185.23,258.0
981,-6.33,79,-0.01386,361.66928,1.38629,-184.47,258.4
982,-240.97,84,-0.01386,250.65903,1.38629,-184.26,259.0
983,-78.68,121,-0.01386,82.11636,1.38629,-183.84,259.7
984,-98.1,61,-0.01386,39.17705,1.38629,-183.53,260.1
985,-306.14,120,-0.01386,131.80154,1.38629,-185.24,260.9
986,-113.78,94,-0.01386,115.15271,1.38629,-185.51,261.5
987,-271.85,95,-0.01386,155.37738,1.38629,-188.2,262.1
988,-226.45,66,-0.01386,382.17448,1.38628,-189.82,262.5
989,-103.22,114,-0.01386,113.49475,1.38629,-189.79,263.2
990,-235.51,75,-0.01386,542.18925,1.38629,-190.03,263.7
991,-93.98,75,-0.01386,139.94113,1.38628,-190.0,264.2
992,-74.34,116,-0.01386,377.91643,1.38629,-189.87,264.8
993,-334.2,81,-0.01386,381.80999,1.38628,-192.14,265.3
994,-218.52,118,-0.01386,224.49261,1.38629,-193.41,266.1
995,-353.22,98,-0.01386,75.27749,1.38629,-195.18,266.7
996,-159.74,109,-0.01386,360.79045,1.38629,-195.15,267.3
997,-133.13,107,-0.01386,251.80159,1.38629,-194.47,267.9
998,-160.23,87,-0.01386,73.9922,1.38629,-195.11,268.5
999,-92.62,111,-0.01386,259.98556,1.38629,-195.59,269.3
1000,-158.97,76,-0.01386,118.69495,1.38629,-194.76,269.7
