episode,reward,length,loss
627,-4.62112520465044,183,19.85367202758789
628,13.746632369871065,204,6.239302635192871
629,-195.89451085594817,211,5.056824684143066
630,-92.94360740746983,150,-7.512606620788574
631,-6.028298978746221,232,-11.323038101196289
632,-218.48631846294188,199,9.36462116241455
633,-58.98984726023855,210,-5.909783363342285
634,-130.7537916993402,177,-2.4480137825012207
635,12.84316400890799,143,2.8452529907226562
636,-63.87343986505143,161,6.3288068771362305
637,-68.97087451333476,223,8.314929008483887
638,-83.17273664801452,172,-4.36198616027832
639,3.239003024529694,142,-1.03041410446167
640,10.96044599915561,109,-7.798530578613281
641,-35.03769122749459,140,-10.553448677062988
642,-96.19254574006388,239,-25.49913787841797
643,-75.74867117471744,148,8.722098350524902
644,-121.57428112881956,270,24.532747268676758
645,-67.1789938175718,173,7.958901405334473
646,10.272917404399834,103,0.34778904914855957
647,-232.20353971737435,204,-0.8236448764801025
648,-15.603544421873323,165,2.680906295776367
649,-27.70556599018542,129,-1.3192968368530273
650,10.381110827664017,152,1.2137598991394043
651,-32.132973744146966,109,6.725154399871826
652,-28.427662332769017,145,-2.7342474460601807
653,-6.838397410110943,217,-1.7135953903198242
654,-73.24548549109647,241,0.7371420860290527
655,-30.216839311247426,157,6.471438407897949
656,52.068365011282026,185,-2.5303456783294678
657,-158.4927414563398,123,4.556095123291016
658,-54.62699236992422,162,-5.953194618225098
659,-66.91846416197791,163,7.844292640686035
660,-40.00648643506588,145,7.348118782043457
661,-89.28294845209768,279,-13.652745246887207
662,8.327818770682015,129,6.440907001495361
663,-42.688880935285,162,3.0013017654418945
664,-40.261353878991855,140,-0.8765676021575928
665,-30.691769785213964,131,4.426305770874023
666,-127.6060633507773,139,0.1348872184753418
667,-107.90653750069455,154,5.312948226928711
668,-52.129524313507304,129,9.160009384155273
669,-2.699017012904889,146,0.9237561225891113
670,-160.36527226575845,126,-3.1664130687713623
671,-19.25096334007948,1000,-30.26942253112793
672,-20.41230721618286,1000,-23.744611740112305
673,-170.60670258193747,125,13.574491500854492
674,49.01908929683867,123,2.0129358768463135
675,-58.44285568300539,118,-2.6838996410369873
676,0.2647860602315433,142,2.728519916534424
677,-54.083922124745314,125,-1.791087031364441
678,-41.758907011558236,153,-0.1211930513381958
679,15.133184045575803,122,-2.5425267219543457
680,-89.64360762734535,220,12.083952903747559
681,-16.268801911192824,115,10.760754585266113
682,32.98366799634428,122,5.945018768310547
683,-204.81922556862446,122,18.358997344970703
684,-11.331680770384125,98,-1.5740861892700195
685,24.189722300209496,151,-1.8321654796600342
686,-47.71225696470768,88,11.64504623413086
687,12.605196415671386,117,4.768475532531738
688,-143.20596624158242,118,6.08566427230835
689,-25.659193992465674,77,-5.019122123718262
690,-64.16856016761446,200,-0.35705435276031494
691,-125.88795589781311,350,-4.821255683898926
692,-18.89110126950372,167,-2.1396896839141846
693,36.54334988474446,114,1.577056646347046
694,-15.93039677528995,151,3.7890961170196533
695,15.208637342834933,175,5.090668678283691
696,-67.64345161779964,176,5.378786087036133
697,-193.46669673777205,127,14.529206275939941
698,-82.2216814858535,176,-1.3916194438934326
699,-203.1350494718768,226,13.417237281799316
700,-15.050060898232601,141,-5.540256500244141
701,22.493307372601777,183,10.368814468383789
702,-337.18937861156684,228,15.995328903198242
703,-62.783237828873226,1000,-4.170506477355957
704,-271.33004293457986,450,-19.19622802734375
705,-68.56857220779804,169,1.5651673078536987
706,-38.582957889167275,160,-3.481867790222168
707,23.499060903844764,191,0.6711344718933105
708,-238.71878052668217,329,-6.82865571975708
709,-9.246404083733566,215,-3.5771522521972656
710,-267.2240684450343,227,11.732769012451172
711,-27.144671251709383,150,-8.658809661865234
712,-11.648717536023526,1000,-23.939002990722656
713,-67.50631831558005,100,7.946927547454834
714,-338.077808208728,237,29.486717224121094
715,12.670463316566156,164,-5.15545129776001
716,-54.643112151053685,153,-7.626802921295166
717,-71.03572614444866,124,0.5531351566314697
718,-75.0492324906657,104,-10.470161437988281
719,-274.0433301929187,231,18.776351928710938
720,-297.7466321718995,548,-19.98868751525879
721,16.876708704327,148,-9.949222564697266
722,-257.9660076990775,301,11.723692893981934
723,-44.06126535671859,130,-15.164386749267578
724,-156.385453016625,303,-8.461812019348145
725,-34.269761682420366,116,-4.876628875732422
726,-349.5064367213005,213,6.074303150177002
727,16.270378624919374,247,4.689717769622803
728,-311.75175206763856,215,19.312732696533203
729,-33.41770011587252,140,-6.900381088256836
730,-155.11107663457096,310,33.962913513183594
731,4.228844731302104,128,-9.047377586364746
732,37.621191471746386,126,-9.670860290527344
733,-306.14877290340473,194,18.42809295654297
734,-160.8456993966875,392,-19.39655303955078
735,19.878342627495996,145,-4.683167457580566
736,-211.6050091899526,200,12.684478759765625
737,-41.23674744812291,150,-11.585927963256836
738,-60.27692845976165,202,4.207520008087158
739,-140.9598371454715,248,9.955615997314453
740,-102.02928768138712,115,3.7924556732177734
741,-155.79412653535235,237,5.707492828369141
742,-81.08960681266102,239,3.71382737159729
743,-53.31316286469766,646,-44.05513000488281
744,-62.76646410283608,233,5.846950531005859
745,-145.43211746857236,320,0.21424293518066406
746,-18.767841140992658,238,4.271709442138672
747,3.8169324331004333,150,-15.021612167358398
748,-110.06274029319562,244,-0.8756412267684937
749,-4.607806164085162,1000,-37.858551025390625
750,-54.3516993031418,162,0.999967098236084
751,-6.097544655984478,199,-11.273992538452148
752,-328.07529285804986,636,12.752500534057617
753,-100.74520651264301,156,18.344398498535156
754,-363.2417224795754,920,-31.067243576049805
755,-1.9829848868777653,1000,-42.299644470214844
756,-213.3754588883752,215,9.4309720993042
757,-2.346467340052371,103,1.6355211734771729
758,-12.494420354031789,166,-7.414092063903809
759,-138.88343483816607,696,-1.4381103515625
760,-257.61435038536075,235,16.213863372802734
761,-451.14125239743726,771,-33.027503967285156
762,-27.052360717119,188,-4.239156723022461
763,-117.62079529624332,375,-3.7481298446655273
764,-51.2237271770791,191,-5.360908508300781
765,-43.187368279418195,1000,-13.196696281433105
766,-73.81321305412388,201,-8.945049285888672
767,-63.70286761313312,210,-7.763271331787109
768,-6.609574838125852,153,-8.06031608581543
769,30.160520574307704,1000,-33.54872131347656
770,-214.79432488831267,230,2.4519004821777344
771,-97.06500199932651,174,6.618653774261475
772,26.56347080089006,183,-6.229030609130859
773,-244.58630023620125,334,-5.60856819152832
774,-45.150942867267716,189,-15.346405029296875
775,-316.89507597912745,374,22.67778778076172
776,-9.214519039394858,266,4.204248428344727
777,-61.5027461700187,208,-6.107617378234863
778,-79.27239716591383,173,15.327742576599121
779,-21.89447922261465,165,3.4094014167785645
780,-224.94681611889735,250,7.493320465087891
781,-350.12199935293586,645,-14.021636962890625
782,-200.1190836530498,395,-13.149436950683594
783,-25.697090478226485,287,-9.548576354980469
784,-167.89895647183897,238,1.9043891429901123
785,-123.35039727954612,242,16.99817657470703
786,-92.4033075363772,155,11.403629302978516
787,-230.45228255315558,240,10.931408882141113
788,-197.27783284472207,613,-23.40852928161621
789,-73.69777602048971,219,-0.0821695327758789
790,-33.94271622084012,1000,-26.84993553161621
791,-118.28151470684924,263,14.407062530517578
792,-330.32089615571505,264,-0.9544234275817871
793,-165.09606471552738,491,-3.195369005203247
794,-113.59394289828599,589,-21.951013565063477
795,-295.7844604419647,720,-38.33341598510742
796,62.381517373499605,104,-4.4862165451049805
797,5.198432372040671,138,5.414039611816406
798,-215.75087645729218,552,-28.962820053100586
799,-8.866199071358366,133,0.49277448654174805
800,-191.89101334752905,203,2.8060240745544434
801,-28.099194641510365,144,13.022099494934082
802,33.26366500344329,146,11.68045711517334
803,-149.36154961367487,302,5.701401710510254
804,54.312713540395094,159,-12.629753112792969
805,-96.87297965213904,144,-12.364601135253906
806,-47.79868326979556,221,10.831001281738281
807,-241.681946853211,173,-6.260560989379883
808,-209.02444715433484,801,-27.072044372558594
809,-81.69735753505854,190,0.9644308090209961
810,-156.11040631935262,221,3.3094635009765625
811,-74.70488473576349,175,-11.96861743927002
812,-29.333192428767276,178,-4.076191425323486
813,-28.80111657117298,1000,-53.32291793823242
814,-95.89725363540973,225,3.012997627258301
815,-71.1645616992834,1000,-23.471790313720703
816,-8.232051936799165,1000,28.224090576171875
817,6.651036814219721,1000,-40.34842300415039
818,7.99613117051193,1000,-15.096583366394043
819,-6.872322760880863,165,1.2963221073150635
820,-6.653815746703486,242,8.888178825378418
821,-55.52347466185837,315,-3.5023584365844727
822,-158.3804775191519,237,2.5787618160247803
823,-84.99062227958532,180,1.0709917545318604
824,-154.7860377045698,243,12.086341857910156
825,21.45355979959139,1000,-50.15043258666992
826,-285.01124090590866,385,-4.520802021026611
827,-160.51815444607672,325,9.623298645019531
828,-13.640260480399563,1000,-1.8639683723449707
829,-53.97068855543836,168,-13.678031921386719
830,-64.96695240973084,207,-1.8728587627410889
831,-53.79658608958266,212,4.770943641662598
832,-30.955568603747487,1000,-30.050758361816406
833,-153.82674764389293,331,7.131844520568848
834,-11.186998081702797,1000,-38.843135833740234
835,11.973784629975043,114,17.726634979248047
836,17.204695026609585,157,1.279430866241455
837,-7.761294339439362,1000,-32.383995056152344
838,-150.65391641628196,238,13.530108451843262
839,21.30782394207509,1000,-36.5485725402832
840,-315.5373500485799,915,-29.35365104675293
841,17.63729266333506,180,-4.852691650390625
842,-213.12110017556046,299,17.735673904418945
843,8.419273999714004,1000,17.762191772460938
844,-117.368874185442,369,-0.9563126564025879
845,-25.69926936058023,137,-1.5715270042419434
846,-243.71509055428626,449,-5.396533489227295
847,-44.704456265663964,1000,-0.9866218566894531
848,-209.73820729493838,194,-1.0310735702514648
849,-22.80503823153148,1000,-20.095996856689453
850,-39.38514003265786,242,16.449535369873047
851,-0.3151064858900554,190,4.94261360168457
852,-60.875341126568415,261,2.4438071250915527
853,-272.9409358278725,192,5.5283050537109375
854,-123.46256131767349,192,8.9352388381958
855,-46.8772146197708,248,10.522234916687012
856,36.2544644032192,119,3.8084206581115723
857,-6.721520698584726,178,-9.75712776184082
858,6.844129834483624,143,-9.832449913024902
859,-87.48658748548225,209,1.9766860008239746
860,-68.2964203917708,214,13.333476066589355
861,-374.7655250223875,512,-5.826112747192383
862,-40.853257613616975,221,-0.634833812713623
863,-1.4860066130001286,146,4.3125739097595215
864,-32.370721247229994,249,12.707408905029297
865,15.258076347440607,224,10.402403831481934
866,29.467413400446958,1000,-78.41451263427734
867,-5.3267878489141935,165,7.466278076171875
868,-99.67077842443196,131,15.34688949584961
869,-235.9416075835252,621,-36.07175827026367
870,-47.932119463988016,181,-5.364469051361084
871,7.369017223497153,233,-20.112150192260742
872,4.3068578230539885,205,-4.223602294921875
873,-0.5002892872650289,1000,-32.65074920654297
874,-153.40222381576848,220,-4.4467620849609375
875,-37.55087369213009,1000,-30.852760314941406
876,-74.18081087702824,1000,-21.890098571777344
877,42.547776508997714,117,-2.065032958984375
878,-147.74884940961965,248,9.844189643859863
879,6.459820896396664,159,-0.6786088943481445
880,-24.838731409125216,246,4.815944671630859
881,-84.65859286730517,246,-2.2266085147857666
882,-91.27469875085355,219,11.484074592590332
883,-302.8613678940744,861,-14.65285873413086
884,-75.7998300519597,274,5.749970436096191
885,-77.42490333942003,471,-13.343032836914062
886,-214.78046085996357,976,-9.79585075378418
887,-19.858006042580115,165,8.93747329711914
888,-37.51113921215983,1000,-0.9277503490447998
889,-56.89549993400046,210,-6.791074752807617
890,-38.28986341607046,293,1.1215887069702148
891,-44.592181944822876,161,21.0964412689209
892,41.84029056627725,1000,-24.030466079711914
893,-69.03892679599133,171,-13.258602142333984
894,-33.25938268075552,207,4.4487996101379395
895,-32.86913594689803,264,2.0927248001098633
896,-40.02642783944912,157,-11.174617767333984
897,-41.679015766920884,251,-11.384292602539062
898,-55.15469461812735,166,-9.365815162658691
899,-29.01360887142046,149,-5.261221885681152
900,-20.001156524691662,1000,-14.112472534179688
901,-91.80001270341572,295,1.1696953773498535
902,2.4151792854254097,132,-5.43955135345459
903,-114.5297658076058,248,-3.7104244232177734
904,16.117937643584682,160,-3.075636863708496
905,20.648192187788,152,-8.681653022766113
906,-6.026062092823799,1000,-40.71570587158203
907,-219.11035699173766,690,-12.563325881958008
908,-21.189393127766095,114,0.4940814971923828
909,-39.44981977756577,1000,-27.712535858154297
910,-84.23878746203651,207,-10.976552963256836
911,-91.97573497700844,257,0.012951791286468506
912,-1.7377611506365058,1000,-6.955021858215332
913,7.351000963529543,257,-21.666780471801758
914,-46.81064952894177,211,-24.07906150817871
915,-129.90201226561925,210,7.270561218261719
916,19.44992905882198,1000,-19.65024185180664
917,-22.881891012454577,1000,-16.240650177001953
918,-5.1227992568732645,335,-10.338804244995117
919,-17.772861731203975,318,-19.912029266357422
920,-76.50462604711447,281,-25.97105598449707
921,-6.557647305935049,183,-20.35977554321289
922,-59.048609946278575,162,2.703672409057617
923,-73.70154792687055,328,-1.8372869491577148
924,2.6160148561911827,1000,-59.0731315612793
925,-60.42094260534164,235,-14.628857612609863
926,-38.51441115059936,1000,-52.85508728027344
927,-101.96660256796903,345,13.015969276428223
928,-14.487221669545121,110,0.20353227853775024
929,-270.92996645038454,778,-14.506052017211914
930,-19.557396782799415,1000,-58.498992919921875
931,-14.92664231612508,1000,-2.362377166748047
932,-101.40073859131726,232,0.9538763761520386
933,-65.61353848925502,539,-2.074669361114502
934,-6.243262246958608,1000,-57.02643966674805
935,-17.800606596940426,159,-13.549652099609375
936,-249.545748581545,809,-27.590469360351562
937,24.20045808357298,1000,-54.665977478027344
938,-58.019023495234606,1000,-49.248680114746094
939,3.439891659882875,185,-6.809107780456543
940,10.014313282301814,154,-12.998913764953613
941,-49.46007174914233,328,7.050938129425049
942,54.339782384869864,322,10.391034126281738
943,-70.66500399232615,182,-7.622086524963379
944,-148.81053419914412,356,9.40931224822998
945,-35.82400927966337,202,-14.35528564453125
946,-149.88185752532286,248,-3.8911454677581787
947,-72.94952943120536,280,-9.846623420715332
948,-277.3067250707786,317,-35.34980010986328
949,-295.8640287691803,608,1.9378211498260498
950,-5.754258461334345,272,0.8103188276290894
951,-68.77310856162572,285,-0.36750125885009766
952,-147.46624697246136,650,-48.534000396728516
953,-153.23651427733762,229,24.745769500732422
954,-48.45733019454632,1000,-18.879776000976562
955,-57.82714500625476,196,-12.378316879272461
956,33.11952180577711,1000,-27.252281188964844
957,-158.40761910183744,489,-55.85934829711914
958,-56.610697137354514,165,-6.689402103424072
959,-207.89261233373313,328,-11.427470207214355
960,-45.1798877699985,186,-3.081622838973999
961,3.771943140919319,179,-19.546430587768555
962,-57.97441089361509,195,-8.766655921936035
963,-203.48248824280256,194,12.503205299377441
964,-51.26912565018608,214,0.3641397953033447
965,-37.19091529081757,1000,-14.319375038146973
966,-165.1112594183324,204,24.167098999023438
967,9.008942617987293,1000,-27.103540420532227
968,-93.03874254313278,214,-20.550430297851562
969,-57.517585552740385,286,-4.324490547180176
970,-196.25489819060184,851,0.7252602577209473
971,4.012361975461829,172,-17.28975486755371
972,-211.913878269116,754,-32.760311126708984
973,33.105946220759165,303,-15.289324760437012
974,17.22854509281581,1000,-44.1459846496582
975,-144.76906310080972,217,0.7974188327789307
976,-27.53882323603852,1000,-26.139850616455078
977,-222.8497313338955,273,-1.2082810401916504
978,2.5420671783070077,306,-8.48497486114502
979,-71.72858212194453,254,3.30185866355896
980,-168.96445977288784,226,-6.807071685791016
981,-258.8839094592349,605,5.43594217300415
982,-91.47760507535779,507,-15.358449935913086
983,-70.33904474989929,232,6.418550491333008
984,-133.40709630352777,416,-8.798157691955566
985,-361.80778694323607,327,13.939055442810059
986,-80.29999628584825,270,-14.333093643188477
987,1.221177129610963,1000,-18.460987091064453
988,-3.9365775104468383,265,-21.436370849609375
989,42.26161776159157,1000,-17.301734924316406
990,-46.41197891732736,1000,-15.375028610229492
991,-16.77374539655507,195,-9.468660354614258
992,-75.709642918498,320,-9.307659149169922
993,-32.68487443233283,271,-17.391216278076172
994,-33.752204175079314,319,5.816548824310303
995,-147.37900715579102,516,4.179892539978027
996,-120.20452613398572,1000,-42.52273941040039
997,-16.48156856884497,1000,-42.270668029785156
998,13.127781823686007,163,5.406565189361572
999,58.220843422714466,1000,-49.56122970581055
1000,-229.92433374279582,440,14.566168785095215
1001,-28.716333934151237,288,-9.805279731750488
1002,-75.62701057106815,250,7.637922763824463
1003,-61.53748826496626,229,-3.926784038543701
1004,46.636497379789944,289,1.5843358039855957
1005,-73.6147381032741,1000,-3.794036388397217
1006,-112.53424353614534,296,-5.179080486297607
1007,-88.53509102741154,271,-21.808897018432617
1008,-4.052612852174983,1000,-39.14559555053711
1009,22.43861101909009,144,-10.542591094970703
1010,-66.87602977058901,1000,-45.061649322509766
1011,-166.3438266119771,647,-22.968212127685547
1012,-167.28221607322754,324,-9.345498085021973
1013,-202.54104976165698,328,16.38770866394043
1014,8.654072919528815,179,-9.337385177612305
1015,-84.7443652108403,325,-20.351640701293945
1016,-10.582941004349413,1000,-56.67805480957031
1017,-128.96965189431504,163,-18.615646362304688
1018,-180.64307208143705,199,22.081680297851562
1019,-19.032268005185514,174,-13.616174697875977
1020,-24.6751699121826,1000,-27.319561004638672
1021,-168.6854741091277,362,9.036834716796875
1022,-76.57013215397618,217,-9.044339179992676
1023,21.08060012974953,1000,-34.699798583984375
1024,30.170269878483495,1000,-44.80506896972656
1025,-30.88149724546119,1000,-22.942562103271484
1026,-3.154024881970864,1000,-34.65317916870117
1027,-303.5232242320234,365,-12.128108978271484
1028,-93.30128481448682,301,-39.76991653442383
1029,-143.83035176617636,375,-19.037508010864258
1030,-139.38421408196484,445,-28.62751007080078
1031,-331.401028238944,479,-11.846168518066406
1032,-66.86697070202098,266,-2.190042018890381
1033,-26.321629726471443,261,-2.649604320526123
1034,-241.0868673234998,655,-12.152993202209473
1035,-16.305444707454217,1000,-30.163009643554688
1036,-21.640649915834327,1000,-31.87981414794922
1037,-178.3588279843842,681,-41.35546112060547
1038,-102.56225644349888,339,-9.641046524047852
1039,60.16392201124938,240,-5.277007102966309
1040,-60.59174191268113,1000,-36.714515686035156
1041,55.52501410297325,1000,-32.097049713134766
1042,-273.21348460023904,593,-10.721132278442383
1043,-4.861870115500927,1000,-33.486812591552734
1044,-72.98287722866662,471,2.612401008605957
1045,-256.7520161657877,335,29.978002548217773
1046,-179.91560919617064,917,5.245216369628906
1047,-18.864730887407276,252,-0.32626819610595703
1048,-55.54313380372572,292,-10.942895889282227
1049,-120.07367845324514,346,-8.06843376159668
1050,31.22506977427193,115,0.6693063974380493
1051,-48.46674921931797,293,3.4831905364990234
1052,-34.32631253843107,1000,-34.75758743286133
1053,38.40377329200476,149,-10.479791641235352
1054,-18.512485446962454,1000,-25.79925537109375
1055,26.16946397986996,147,9.250914573669434
1056,25.446103828081473,1000,-55.19032669067383
1057,0.6512775933532329,1000,-0.7198076248168945
1058,20.616053501326036,261,6.657280445098877
1059,-123.45932208872708,397,-30.879337310791016
1060,-7.128877119007569,163,-1.3422435522079468
1061,-6.315433809392985,342,-9.55076789855957
1062,46.78275949451253,1000,-30.33687400817871
1063,25.684483036165062,190,-15.61447525024414
1064,-7.3876631703478655,1000,17.881664276123047
1065,-3.8452110159221062,1000,-15.967917442321777
1066,21.551428144175166,1000,-68.69669342041016
1067,-2.9322745374826553,1000,-21.267528533935547
1068,-28.50220433621567,1000,-25.584867477416992
1069,12.353908296665196,193,0.3837127685546875
1070,-27.78301330755911,1000,-4.955258369445801
1071,-43.30721514305938,208,-11.833844184875488
1072,-123.40579804994131,389,-34.2088508605957
1073,-12.285028940954447,200,-3.4176435470581055
1074,-85.19683927356024,253,5.857420444488525
1075,-40.93604885006436,775,-46.71238708496094
1076,12.399793914686779,1000,-33.694637298583984
1077,37.169605984079425,1000,-30.828083038330078
1078,-170.89344610293455,452,-27.680923461914062
1079,-79.16589889736677,1000,-15.697504997253418
1080,27.114951470596935,149,-11.940130233764648
1081,-33.32035622758666,301,1.0895088911056519
1082,-90.03849706446485,340,-2.2065064907073975
1083,-86.97504865077177,251,-1.2069406509399414
1084,-5.305268438983419,1000,-45.668601989746094
1085,-92.4644712575018,237,2.518563747406006
1086,-21.05232278163649,236,-10.867162704467773
1087,-5.1900665069830865,192,-14.481428146362305
1088,-97.19294418343108,384,-9.723823547363281
1089,-185.86211981040992,534,-37.457847595214844
1090,-193.9020096656549,389,15.756317138671875
1091,-38.66337486418894,324,-13.334457397460938
1092,20.08583754062235,162,-7.153604984283447
1093,-23.258264623335528,1000,-22.665416717529297
1094,9.203445788472663,1000,-61.51765823364258
1095,-10.585089421907938,347,-4.4651031494140625
1096,-23.230909824751446,1000,-30.765762329101562
1097,-164.64448915859754,857,3.9137368202209473
1098,-15.062308716180453,246,-0.14688384532928467
1099,25.25473978765442,1000,-36.008270263671875
1100,-73.88340286883471,1000,-19.959815979003906
1101,-117.02810808647578,214,-14.930131912231445
1102,11.725115256445916,1000,-43.111061096191406
1103,14.392538814733616,1000,-42.953712463378906
1104,-13.11802282352198,1000,-30.37736701965332
1105,18.814767008171316,1000,-31.128620147705078
1106,-21.205041976198416,286,-8.634899139404297
1107,-12.886962693298221,1000,-35.01899337768555
1108,-11.649692086965386,1000,-7.747309684753418
1109,10.09359398307377,1000,-87.02484893798828
1110,-98.66752945010384,362,-29.889005661010742
1111,-155.1281595653029,419,-36.52766418457031
1112,-326.1173997773159,442,22.413578033447266
1113,0.7949526396140847,1000,-27.151653289794922
1114,-59.16651061334301,379,-2.7181687355041504
1115,-94.24399004472234,1000,-57.62147903442383
1116,-38.24007008515182,1000,-31.642053604125977
1117,-240.03910152673575,553,-6.542488098144531
1118,-146.33953093715442,422,-16.780487060546875
1119,-186.31432453623063,478,12.478570938110352
1120,-83.10742431758396,547,-19.067176818847656
1121,-15.773895750943224,1000,-44.977195739746094
1122,15.680010610302284,1000,-80.93120574951172
1123,-214.47986501654378,289,32.2493782043457
1124,-73.65492782638378,1000,-24.21976089477539
1125,44.11910590517925,1000,3.21928071975708
1126,-15.064105856198479,1000,-36.3487434387207
1127,-79.0378002431418,1000,9.404153823852539
1128,-95.36614174656567,446,0.19050049781799316
1129,-27.36564364976636,1000,-22.433090209960938
1130,13.258461494518798,304,-4.939355373382568
1131,12.689053982792384,1000,-27.650413513183594
1132,-98.3005446387315,220,7.876162528991699
1133,-9.923281601903113,1000,-63.587310791015625
1134,-18.751839316771527,1000,-13.840476036071777
1135,-18.983471591409113,391,0.41826939582824707
1136,13.166734741929844,309,-5.398604869842529
1137,0.7436938517099918,132,-24.40349006652832
1138,-9.577712257366471,263,-27.468284606933594
1139,-166.89063788657137,275,3.2412116527557373
1140,29.610832682491804,124,-21.931673049926758
1141,47.33786737370875,186,-9.092463493347168
1142,-13.436522780635656,216,-9.18645191192627
1143,-35.71154915576916,211,3.8611135482788086
1144,-52.7409311250764,201,-4.41097354888916
1145,-24.75132372723107,1000,-25.872127532958984
1146,-116.43314136547602,241,-13.000306129455566
1147,3.26829393137686,181,-17.20478630065918
1148,1.2706847945411397,165,-3.221673011779785
1149,-40.85239581554916,232,13.058141708374023
1150,46.04000059405609,1000,-81.98334503173828
1151,22.43812725227022,161,3.7343688011169434
1152,-33.927439529439795,141,16.109718322753906
1153,56.31511361975663,150,-5.500998497009277
1154,2.410102374676697,175,3.619964361190796
1155,-23.357304636054266,1000,-55.85158920288086
1156,-48.75743100166501,1000,-26.966514587402344
1157,-15.812020964065297,194,2.2082462310791016
1158,41.97811720521665,212,-26.171092987060547
1159,40.12366059326922,128,-9.847892761230469
1160,59.04749430599705,229,-2.814704418182373
1161,-29.064721778883865,139,0.7897624969482422
1162,8.450374724719708,176,-17.97543716430664
1163,-17.56150769282455,208,-10.197345733642578
1164,14.95544295871084,1000,-42.977081298828125
1165,6.52812527039822,236,-7.713908672332764
1166,-29.260760820386537,195,9.701891899108887
1167,3.6366376713769473,1000,-21.912405014038086
1168,68.40144067859067,1000,-50.7624397277832
1169,25.951802933182222,205,-8.128547668457031
1170,-178.4544823706611,337,1.5506362915039062
1171,22.325026571126774,1000,-95.54623413085938
1172,20.924186964985623,200,-1.429520606994629
1173,-51.588037136487586,1000,-13.535895347595215
1174,-55.95522542139693,183,20.52542495727539
1175,20.776675121065182,1000,-44.43110656738281
1176,-60.94373306710334,1000,-9.988014221191406
1177,-36.977720261516694,171,13.61733341217041
1178,-22.56126207315688,1000,0.7363862991333008
1179,37.741173052621846,1000,-44.65719985961914
1180,-151.65718013208647,340,-12.692193984985352
1181,-16.248895848186507,227,3.892012596130371
1182,41.56900633993655,157,6.102346897125244
1183,-95.35859416597208,1000,-21.658124923706055
1184,35.53379172637051,169,17.025468826293945
1185,28.133073920686805,1000,-12.495718002319336
1186,-19.042502862362795,242,4.918064594268799
1187,-122.15428796200571,378,-9.544231414794922
1188,32.5907471695315,1000,-16.437463760375977
1189,-33.80206981725513,156,-6.503937721252441
1190,-28.589293691189766,209,2.8019843101501465
1191,-62.46428705857711,221,-1.882298231124878
1192,38.1051798284287,156,9.654999732971191
1193,13.250388285682217,1000,-36.56231689453125
1194,-7.063321872821927,1000,-47.820491790771484
1195,6.353483234353078,195,-3.7918448448181152
1196,56.47562113016228,1000,-59.71263122558594
1197,-9.68480775359661,1000,-0.5670311450958252
1198,-9.95387631673523,1000,-39.5804328918457
1199,22.362493542458267,147,-3.6776604652404785
1200,74.20269888627857,1000,-37.11850357055664
1201,46.5082661251291,151,-10.994529724121094
1202,-63.1784948163161,271,-10.203568458557129
1203,11.607489443937595,234,-13.482227325439453
1204,-276.65986360867737,632,0.2709345817565918
1205,-72.91838876289818,254,-8.168899536132812
1206,-25.32402392997234,182,14.344532012939453
1207,-3.652495120258294,204,-12.45252513885498
1208,-267.7029239092151,756,-45.80685043334961
1209,30.542507668584665,1000,-33.56919479370117
1210,86.94313303187121,1000,-53.18982696533203
1211,19.001823253067705,1000,-44.461910247802734
1212,-18.06303188860587,1000,-60.890647888183594
1213,-13.573969886546621,282,-13.23225212097168
1214,-25.748783930653914,1000,-23.878114700317383
1215,6.717498327564682,1000,-48.372459411621094
1216,-54.63379816207637,248,-5.6141581535339355
1217,-147.03158793767898,596,-25.75570297241211
1218,-226.10739394521033,450,-19.241710662841797
1219,40.830754447808616,1000,-98.6373519897461
1220,28.903296557415832,1000,-11.09443473815918
1221,-32.03815930467849,241,-2.264862298965454
1222,-10.994955098396499,1000,-58.28733444213867
1223,-0.44076682065397677,357,-37.01343536376953
1224,12.006748988196932,177,2.2841174602508545
1225,-30.692727891443923,257,-1.704676866531372
1226,10.540326466434799,1000,-29.270038604736328
1227,-28.74712376924576,199,-12.460715293884277
1228,-5.974876177575595,191,-13.2652006149292
1229,57.812946664771346,1000,-50.697444915771484
1230,37.965849674192306,1000,-39.16358947753906
1231,-90.66835984205044,1000,-10.310773849487305
1232,-21.91096013580896,1000,-16.957040786743164
1233,-137.93041589668076,358,-7.246387481689453
1234,-15.033123318047565,1000,-51.03377914428711
1235,64.72433094557564,1000,-34.648780822753906
1236,19.67804321039424,1000,-15.089729309082031
1237,-156.9011877443975,832,-57.099796295166016
1238,-1.895172371377825,189,-14.212879180908203
1239,52.87073767675942,1000,-71.18372344970703
1240,61.98267537389054,1000,-43.560081481933594
1241,47.11743695871126,1000,-17.77342987060547
1242,11.034679020575865,1000,-16.815128326416016
1243,17.459821010116684,191,-6.933218479156494
1244,18.194159108097338,182,-22.5023136138916
1245,24.475328075553136,221,-4.988266944885254
1246,-220.4057730284083,392,-19.35837745666504
1247,19.935441496752773,1000,-43.41557312011719
1248,54.729049098203646,1000,-15.859746932983398
1249,-113.09177215853933,217,7.167967319488525
1250,61.49416086125702,1000,-25.08376693725586
1251,1.7525772675448918,1000,-40.82469940185547
1252,13.600430891203516,143,-0.6977390050888062
1253,7.036304530976793,185,-1.3295958042144775
1254,15.758672892717707,1000,-36.71453094482422
