episode,reward,length,loss
1255,-21.357547746995422,1000,-7.717052459716797
1256,6.089335765055125,375,-57.70663833618164
1257,-25.014015302505015,305,-17.212116241455078
1258,19.851760732605634,1000,-14.40411376953125
1259,57.44977909506758,171,-17.62904930114746
1260,-11.283181972794694,250,-4.816497325897217
1261,20.79712972638181,167,5.093952655792236
1262,34.46744054523754,201,14.452718734741211
1263,-34.74971675065994,190,-4.239894866943359
1264,17.2078554453788,1000,5.712621688842773
1265,-9.713307973596168,1000,-46.88766860961914
1266,-25.382247098360917,1000,-35.45341491699219
1267,59.552469957265956,1000,-83.91423034667969
1268,-17.41555909057655,1000,-65.77326202392578
1269,37.97829712146864,125,-10.727205276489258
1270,9.91632135383572,1000,-62.32920455932617
1271,41.695604437302904,192,2.6937646865844727
1272,16.82051151457386,1000,-57.43355178833008
1273,-17.4830549355925,1000,-1.9262042045593262
1274,-90.70396078796641,205,-18.156423568725586
1275,11.578825405597883,226,-13.801850318908691
1276,52.55573701372316,175,11.167108535766602
1277,58.81708866074547,210,-16.321165084838867
1278,78.26682514362875,1000,-65.87306213378906
1279,66.1982963944179,1000,-32.06297302246094
1280,31.31115515796578,1000,-30.55777359008789
1281,2.4557198974147667,185,2.034543514251709
1282,42.855406769808894,185,-13.631166458129883
1283,75.47825897339544,1000,-70.74136352539062
1284,-211.9341576127819,635,-44.793365478515625
1285,28.969588218371484,217,15.973549842834473
1286,26.716926621040642,141,2.0538246631622314
1287,29.980179645161435,1000,-55.52524185180664
1288,5.015524876017196,118,5.734460353851318
1289,-43.240597595645454,237,-3.55549955368042
1290,12.32806993244867,238,-9.844949722290039
1291,-187.10981858998173,388,-31.77913475036621
1292,21.34358835994223,171,11.173107147216797
1293,49.21007327531228,186,8.54412841796875
1294,35.44854695882077,272,-15.614433288574219
1295,-23.775155068815536,153,8.218493461608887
1296,-193.19376049409607,379,-25.465702056884766
1297,77.53713880688214,1000,-14.100164413452148
1298,16.838012292643313,152,-7.414348602294922
1299,9.258836064768815,214,-17.315298080444336
1300,-23.56346350871631,245,1.8881449699401855
1301,18.513047568846574,245,-6.0640459060668945
1302,-169.4807076856817,498,-37.96551513671875
1303,37.405077734731655,1000,-17.0925235748291
1304,-15.009992519800832,221,-6.251681327819824
1305,3.7972501267018766,1000,-20.552309036254883
1306,87.37380128690232,1000,5.409584045410156
1307,-20.70153811784165,173,6.306478500366211
1308,-178.3210614455313,260,-19.128393173217773
1309,10.57961161423755,278,-3.3346686363220215
1310,1.467705925045621,229,-3.612039089202881
1311,9.071848866916781,122,-11.021455764770508
1312,40.10420439004679,167,-4.442655563354492
1313,13.569255354220134,1000,43.170372009277344
1314,18.392216358752464,182,-12.018465042114258
1315,-160.58560669712855,507,-30.651424407958984
1316,-66.17256328180183,253,-9.14385986328125
1317,-80.30317441416136,217,-9.889776229858398
1318,44.09376075592607,1000,-67.81084442138672
1319,16.975018916359545,1000,-18.94113540649414
1320,32.602977051300485,148,-18.88995361328125
1321,-15.580659155607137,240,13.432888984680176
1322,83.03715362240874,1000,-13.68946647644043
1323,17.192989897543242,188,6.19179630279541
1324,26.773242829632988,1000,12.548218727111816
1325,121.09369250910808,1000,-47.52061462402344
1326,11.277374193085194,193,11.736968040466309
1327,-10.84464444187877,189,-5.6475067138671875
1328,53.114508644387,191,-13.585834503173828
1329,-13.748785893542845,264,-17.182119369506836
1330,28.151754048166055,190,-18.359683990478516
1331,50.765694250894285,151,-3.3997225761413574
1332,13.56840055156811,1000,21.08284568786621
1333,94.67057622754136,1000,-24.540699005126953
1334,-8.401302526655599,158,4.886737823486328
1335,24.76929130263228,1000,-11.422073364257812
1336,-1.3267280600460367,222,14.15832805633545
1337,-149.34422961252136,795,-31.650951385498047
1338,76.79033893031686,1000,-23.951618194580078
1339,66.77169589635989,1000,-43.899208068847656
1340,-38.582662598729726,371,-17.982162475585938
1341,25.164821391008186,1000,-79.66978454589844
1342,44.77454575727424,216,-14.419849395751953
1343,43.921791054132775,1000,-63.05450439453125
1344,-13.376614201268453,238,5.327817916870117
1345,72.15740833919135,1000,-40.01527786254883
1346,43.471503375688236,1000,-83.61782836914062
1347,53.00003327412896,1000,-57.72623825073242
1348,35.998382953177725,1000,-56.41515350341797
1349,-106.52325637753607,389,-26.92574119567871
1350,56.177775640134634,1000,-77.49284362792969
1351,70.48510194753322,1000,-0.5597801208496094
1352,-64.84575558695617,299,-2.3282535076141357
1353,10.980843876287437,1000,-34.827110290527344
1354,62.828235111159785,1000,-50.36151123046875
1355,37.44218252921686,1000,-36.55713653564453
1356,42.42492523028279,1000,1.7766838073730469
1357,3.2723921257135515,219,-22.31019401550293
1358,58.47266536771707,1000,-47.297908782958984
1359,-215.13199048652132,381,-12.616907119750977
1360,-222.32766876059156,527,-43.7220573425293
1361,33.70419891946756,1000,-17.174222946166992
1362,-41.963143334102384,189,-11.333230018615723
1363,16.386393372122008,1000,-16.89923095703125
1364,66.58814245778534,1000,-38.38013458251953
1365,10.235346366572735,1000,-12.94549560546875
1366,-30.6209403361499,287,3.8026719093322754
1367,32.49812097342473,151,-3.6208341121673584
1368,63.23361190848425,1000,-21.95757293701172
1369,31.508716496639693,190,-15.274007797241211
1370,-140.75784560499278,301,-28.83367347717285
1371,46.60324804665669,185,-6.222910404205322
1372,18.417087078607466,207,-21.493003845214844
1373,-4.194321870745554,206,13.108914375305176
1374,21.681005849338064,182,-13.041215896606445
1375,98.64022468049083,1000,-84.0631103515625
1376,31.509721831947786,187,-8.368840217590332
1377,7.631859988465294,164,-18.901641845703125
1378,-182.21716524282132,442,2.161975860595703
1379,33.040683980878896,169,-0.612635612487793
1380,-36.97629577020929,232,-15.37132740020752
1381,-89.54830459756872,198,1.9017179012298584
1382,39.79950702479482,247,-11.48219108581543
1383,-274.5580563102144,893,-22.73753547668457
1384,50.9014675314456,1000,-32.060550689697266
1385,65.50738331473747,1000,-50.473690032958984
1386,92.04702419937178,1000,-86.44602966308594
1387,38.6845383115426,1000,-79.3323745727539
1388,68.15144102189085,1000,-64.90911102294922
1389,32.056490447841185,187,8.965182304382324
1390,-1.9691998846131469,277,-6.039986610412598
1391,37.14573969588422,1000,-60.59843826293945
1392,29.219189488452315,279,-11.753371238708496
1393,31.192380536395092,253,-9.81395435333252
1394,-11.220458785142466,1000,-65.31219482421875
1395,84.17322878230488,1000,-58.047767639160156
1396,-14.418652815606166,241,3.8785390853881836
1397,59.37473149088192,1000,-69.10985565185547
1398,55.57686230543473,1000,-101.72777557373047
1399,-52.675802495218335,237,-5.708114147186279
1400,32.042625291341864,196,-3.749605417251587
1401,-4.620324083743772,1000,-43.473419189453125
1402,66.84064140855973,1000,-10.669899940490723
1403,22.151265960025846,1000,-48.32038879394531
1404,-18.948770495364528,298,-18.481096267700195
1405,-32.21859086557362,1000,-45.71143341064453
1406,30.164810076511337,1000,-47.73692321777344
1407,4.712199720752622,257,2.3130075931549072
1408,-63.84353056357625,1000,-72.45608520507812
1409,62.807855381421035,168,11.46397876739502
1410,91.84472746397773,1000,-59.88402557373047
1411,11.049294706018207,1000,-99.81999969482422
1412,57.06065486568985,1000,-68.27769470214844
1413,105.65719973723682,1000,-69.16654968261719
1414,49.26623775752421,209,-21.878437042236328
1415,53.95289019419721,175,-18.81340980529785
1416,15.22336675022541,180,7.008036136627197
1417,33.12003886561822,1000,-68.8212890625
1418,4.246726992335153,1000,-56.740970611572266
1419,60.65355105491329,1000,-53.79658889770508
1420,-48.16531379618335,1000,2.911160945892334
1421,22.10496248347114,165,-24.266357421875
1422,-15.68184081739087,1000,-10.335944175720215
1423,-32.284645967113676,282,-21.152246475219727
1424,78.582093578138,1000,-73.36553192138672
1425,29.75306383839167,1000,-54.06653594970703
1426,76.16125809236989,1000,-54.33966827392578
1427,-279.417464814587,508,-38.77690124511719
1428,-26.990545831515625,1000,-86.34829711914062
1429,33.79717474821238,1000,-60.9202766418457
1430,54.75117981701851,1000,-26.899694442749023
1431,11.001931563094601,290,-30.889623641967773
1432,54.60600872785693,1000,-61.839874267578125
1433,71.15105760964478,1000,-92.00088500976562
1434,62.06096073380034,1000,-109.70396423339844
1435,-18.009544063868912,1000,-19.451427459716797
1436,43.405671391626925,1000,-59.583656311035156
1437,-41.03877147708503,1000,-38.69593811035156
1438,22.384377206906223,229,-14.579785346984863
1439,20.166613592024298,1000,-35.2844123840332
1440,45.40754054569807,1000,-41.67903518676758
1441,35.83430379169186,1000,-67.70738220214844
1442,73.29619664413536,1000,-80.25656127929688
1443,57.47877502583941,218,2.667646884918213
1444,55.83368173141761,1000,-112.22156524658203
1445,-175.92655599787554,841,-64.40866088867188
1446,-7.3470070509010785,1000,27.432571411132812
1447,49.661897538538916,1000,-55.08279800415039
1448,1.7448016636832335,251,-8.959915161132812
1449,2.853782888049892,209,-11.46457290649414
1450,-40.91957847876776,247,-12.907337188720703
1451,106.74227042973028,1000,-57.881568908691406
1452,60.871388434696996,1000,-56.18498992919922
1453,17.968907925094662,1000,-30.366750717163086
1454,-12.369389704645045,162,-18.351133346557617
1455,39.777105248974834,155,11.556147575378418
1456,-26.96105011097322,228,5.902585029602051
1457,-105.10142078773343,819,-88.74871063232422
1458,50.67620113061268,1000,51.99799728393555
1459,66.68774025742286,1000,-72.07515716552734
1460,83.24609607808142,1000,-86.51585388183594
1461,61.06863163412976,1000,-110.03445434570312
1462,23.319827032937674,1000,-56.455711364746094
1463,18.32476209661788,1000,14.246559143066406
1464,25.225987340768796,280,1.3787767887115479
1465,34.522092925723655,276,-25.938993453979492
1466,66.90370991901398,1000,-62.72959899902344
1467,29.112843024933206,1000,-49.23674011230469
1468,35.749097440819696,183,-7.289977073669434
1469,-180.3605095585687,516,-19.1463680267334
1470,32.80395150460683,201,-9.789092063903809
1471,-7.748431709006287,1000,-4.816115856170654
1472,-31.09084664227008,265,-3.9123449325561523
1473,-82.51963342442684,302,0.40474557876586914
1474,-20.35682219714964,1000,-92.12350463867188
1475,34.61725476796826,1000,-64.10150909423828
1476,-41.87892148688553,244,0.4645881652832031
1477,-2.776863041305191,272,-0.1805253028869629
1478,37.16641092116711,273,7.387413501739502
1479,-29.663549352074146,1000,4.9978766441345215
1480,64.55521115946621,1000,-72.9457778930664
1481,23.850285791291864,1000,-73.04212188720703
1482,68.61884559401207,1000,2.8287506103515625
1483,17.24662602664135,1000,5.401639938354492
1484,11.073334676687196,1000,-35.43668746948242
1485,63.373433380492166,1000,-36.970279693603516
1486,-176.10018615260816,479,-20.901954650878906
1487,-33.331308332837295,1000,-13.101277351379395
1488,-20.735168255567515,288,-4.0509138107299805
1489,60.539196494144065,1000,34.1886100769043
1490,78.64929520642248,1000,16.426673889160156
1491,-4.9452498555364315,289,-7.317410945892334
1492,-16.828531305905468,1000,-56.82755661010742
1493,-37.06430018078704,193,29.513179779052734
1494,77.06052040402066,1000,-29.310606002807617
1495,21.967169866354194,1000,19.239669799804688
1496,-47.31097779039718,254,-25.708290100097656
1497,102.26746822412744,1000,-81.55278778076172
1498,-3.2805430823982675,146,11.644806861877441
1499,116.26022760610694,1000,-43.859336853027344
1500,-11.422183262030288,418,-15.428380966186523
1501,-161.76387011453775,456,-51.34647750854492
1502,2.7809272914653977,1000,-19.966472625732422
1503,-266.11988265253603,509,-10.811004638671875
1504,-201.6840514523401,499,-53.22334671020508
1505,-14.14858961702835,232,-3.794430732727051
1506,-37.59835194766711,1000,-4.8792572021484375
1507,-4.622721887881696,1000,6.867183208465576
1508,70.35906055040184,1000,-21.31549835205078
1509,42.6723513527073,1000,9.251932144165039
1510,44.12366262841082,1000,27.00037384033203
1511,59.91036258058296,1000,-8.104536056518555
1512,42.264779369829824,1000,-8.094133377075195
1513,106.9767613644292,1000,42.94129180908203
1514,42.73855442807884,1000,33.015586853027344
1515,39.187504600965504,1000,-18.465930938720703
1516,22.218454140255734,1000,-30.037717819213867
1517,-15.82260333527924,249,-1.9805846214294434
1518,-41.52501743736428,322,7.997649192810059
1519,99.06433961428549,1000,-10.31948471069336
1520,39.11952313324215,1000,4.690049648284912
1521,76.81128281326619,1000,35.96037673950195
1522,80.69394030859661,1000,3.3088254928588867
1523,109.95418759140327,1000,3.9663567543029785
1524,37.021250288438125,185,-28.329524993896484
1525,98.7310794589955,1000,-3.4921302795410156
1526,-50.197861477900204,240,4.971493721008301
1527,77.2371295131101,1000,-60.02974319458008
1528,-15.97460852775879,1000,-43.825836181640625
1529,28.823762983721707,205,-7.416452407836914
1530,94.36116908960766,1000,67.05863952636719
1531,36.84754925633449,1000,38.87445831298828
1532,155.83538953286939,432,-0.6594424247741699
1533,0.36339139716253843,1000,-32.378273010253906
1534,66.47486896894073,1000,-30.6332950592041
1535,203.0963706920649,575,-22.335546493530273
1536,95.81314788012564,1000,53.63547897338867
1537,-11.051925115659373,217,-22.158550262451172
1538,26.642279635380845,240,-25.950576782226562
1539,64.99510851747104,1000,41.751914978027344
1540,111.8712791774171,1000,2.6074585914611816
1541,-5.760003648326851,1000,51.573707580566406
1542,27.405418760449436,173,-19.71352195739746
1543,-32.309041681492744,246,-20.58039665222168
1544,-58.94679717982466,271,12.482699394226074
1545,37.53966171074825,240,-9.728740692138672
1546,56.42287963802045,1000,40.819374084472656
1547,-32.865825113726316,213,-3.6925368309020996
1548,-27.535738121853008,1000,101.76295471191406
1549,60.247618025488975,1000,44.86933898925781
1550,82.10255899673986,1000,86.44839477539062
1551,-141.85093332430333,365,-16.4595890045166
1552,18.378360729622884,176,-1.133216142654419
1553,-0.6222565086182908,1000,-15.676456451416016
1554,100.61171522105428,1000,45.599491119384766
1555,62.90792823460215,1000,46.8504638671875
1556,-20.023635053401662,243,-23.135541915893555
1557,-236.5367544196492,298,13.702242851257324
1558,-62.38131623500702,239,0.14445257186889648
1559,-3.3128692805148603,236,-12.672506332397461
1560,0.9298988729837461,1000,6.337962627410889
1561,21.484183068508628,191,1.0782926082611084
1562,53.413470814001954,1000,-21.826948165893555
1563,24.948447495829143,1000,28.05159568786621
1564,-84.55883632073554,587,-39.559322357177734
1565,31.781099010598165,1000,80.16030883789062
1566,76.12468468759367,1000,67.12438201904297
1567,98.52398589066836,1000,9.179004669189453
1568,-14.092372087280623,223,-8.963937759399414
1569,0.24249613342625764,171,-8.45212459564209
1570,15.834224194650417,167,-6.421023368835449
1571,76.5409507628315,1000,50.257450103759766
1572,0.6722156055831192,249,-2.4112019538879395
1573,54.061178405798934,1000,62.14051055908203
1574,95.2200145982641,1000,20.69219970703125
1575,-6.562567560649427,257,-6.671266555786133
1576,74.93752780212472,1000,-80.24481964111328
1577,44.37824481663763,1000,-68.45626831054688
1578,-232.89222776595344,629,-27.340852737426758
1579,40.86876246450278,1000,-14.711111068725586
1580,6.4331332238920425,234,-7.462642669677734
1581,124.8377415918969,1000,-68.48503875732422
1582,109.78481096714906,1000,-12.841684341430664
1583,102.74132446326048,1000,-34.66688919067383
1584,22.40137902214114,1000,-12.79159927368164
1585,5.467892307005283,1000,-29.762348175048828
1586,69.56943547043227,1000,-22.280170440673828
1587,17.325747789653324,1000,-54.599735260009766
1588,18.90600336659942,258,-34.84115219116211
1589,112.27702946052852,1000,-35.851707458496094
1590,42.11733819092982,1000,-54.38652801513672
1591,33.3739349431324,1000,-67.01113891601562
1592,13.135892071035897,308,-38.012474060058594
1593,-147.84217809657872,729,14.343616485595703
1594,105.78772656020466,1000,-59.96434783935547
1595,38.06791094314244,198,-17.96314811706543
1596,22.018223935724684,1000,54.78461456298828
1597,55.880708328834885,142,8.341227531433105
1598,57.72770891241652,1000,-101.48854064941406
1599,94.57913208349015,1000,-40.85287094116211
1600,127.31977414905303,1000,-10.427654266357422
1601,70.6007128928538,164,14.88617992401123
1602,15.221569894162755,229,1.8492876291275024
1603,84.63401769437317,1000,-34.528480529785156
1604,3.7118135551635163,252,-14.999279975891113
1605,54.2624892559062,1000,-49.5333366394043
1606,65.34045852400791,180,-16.012317657470703
1607,132.2287208229121,1000,-41.7470588684082
1608,127.74922219152714,1000,-60.70903778076172
1609,96.90596477489612,1000,-59.646690368652344
1610,78.64871754016544,1000,-64.9216079711914
1611,16.7871485419594,1000,-114.5992202758789
1612,-65.36466119791152,174,7.317435264587402
1613,15.580922859501884,1000,4.732941627502441
1614,106.2549936912861,1000,-17.478391647338867
1615,-13.203489041213004,341,-7.186669826507568
1616,137.9932558919371,1000,-83.14107513427734
1617,-11.038933303965848,226,-5.631338119506836
1618,-20.818332398342008,279,8.566789627075195
1619,79.01545427277874,1000,-9.732507705688477
1620,25.151028856400174,1000,-16.893688201904297
1621,-22.667875804532116,344,6.487841606140137
1622,33.4155386308843,1000,-36.88043975830078
1623,102.90766380364524,1000,-43.32450485229492
1624,-0.12458005187437493,305,-6.568319320678711
1625,27.95435869934736,1000,34.18033218383789
1626,96.89485986225735,1000,-59.7228889465332
1627,45.30583901811727,1000,-59.27352523803711
1628,44.36631960541811,1000,-110.65522766113281
1629,85.70470639862747,1000,-70.50495147705078
1630,53.58320824598381,1000,-31.94742774963379
1631,-154.38456571196068,494,15.122880935668945
1632,102.47492149784951,1000,-47.788089752197266
1633,78.3000203192701,1000,-31.835935592651367
1634,112.67528418102326,1000,-109.61595916748047
1635,-45.28740039773577,357,-4.170077323913574
1636,26.289308197040683,1000,-22.826858520507812
1637,92.18623232174339,1000,-13.687983512878418
1638,113.24556765808768,1000,-14.418553352355957
1639,37.19047767554439,1000,-40.12180709838867
1640,6.144650476507891,220,-2.492642402648926
1641,54.60271131438898,1000,-55.29991912841797
1642,100.45122648429482,1000,-11.05898666381836
1643,90.25494390144581,1000,-57.31918716430664
1644,42.11514673322412,1000,-43.12730026245117
1645,7.752310694301744,1000,-26.678295135498047
1646,11.658347683983962,199,-6.547111511230469
1647,5.010699754540931,1000,-61.10663604736328
1648,54.44290799957685,1000,-46.30192184448242
1649,-97.67469155579586,434,-24.725704193115234
1650,-17.734896960209706,1000,-18.471595764160156
1651,42.05572020669675,1000,-5.311154365539551
1652,6.8805971401483905,1000,-15.008575439453125
1653,3.091602533719933,1000,-36.3858757019043
1654,111.76870470240497,1000,-93.11267852783203
1655,90.31750616308733,1000,-94.177734375
1656,45.91871031464605,1000,-58.73407745361328
1657,94.71081631615614,1000,-69.66204071044922
1658,-2.661506240738717,220,-13.364569664001465
1659,38.199104553300685,276,-2.084219455718994
1660,96.17970604142594,1000,-38.544132232666016
1661,140.14416628971335,1000,-46.9217643737793
1662,54.60731577626903,1000,-57.79022216796875
1663,118.75403742339894,1000,-88.04292297363281
1664,90.84675343818206,1000,-74.60955810546875
1665,76.235597900476,1000,-19.462295532226562
1666,-36.093835964183754,190,-13.796934127807617
1667,65.16850536245703,1000,-93.98511505126953
1668,75.19311406106276,1000,22.637792587280273
1669,-92.32913490852265,260,3.215081214904785
1670,88.52245598315342,1000,-21.419559478759766
1671,86.54395034001435,1000,-53.78567123413086
1672,5.968490442597087,281,-22.613357543945312
1673,104.00412747039184,1000,-42.84557342529297
1674,94.38867758705977,1000,-61.66359329223633
1675,47.85931265891284,175,-9.843612670898438
1676,59.11586054726284,1000,-69.12591552734375
1677,30.074400463142723,254,-11.801046371459961
1678,117.18302466711445,1000,-69.2740478515625
1679,90.73408155606263,1000,-56.71627426147461
1680,165.42461425649736,1000,-78.15522766113281
1681,55.16844103429574,160,-26.073657989501953
1682,100.52310519572436,1000,-53.01372528076172
1683,70.34866734744685,1000,-46.95419692993164
1684,83.05142031418134,1000,-20.23542594909668
1685,11.528739617563346,229,8.742538452148438
1686,30.978738024844688,179,-25.786598205566406
1687,-55.746450204264896,286,-15.170307159423828
1688,35.27490041625762,259,7.1253767013549805
1689,-32.39099070051505,247,-12.781009674072266
1690,148.1389546434205,1000,-25.358383178710938
1691,83.67524085702377,1000,-69.55683135986328
1692,0.30465658961692554,233,-6.0972137451171875
1693,1.0510886961590984,256,-14.407102584838867
1694,2.1972435328822684,207,8.974987983703613
1695,110.91692039417823,1000,7.630946636199951
1696,2.4671610407163485,162,10.276946067810059
1697,82.15233759059112,1000,-16.888967514038086
1698,70.39083062686123,1000,-63.45246505737305
1699,85.0956892821516,1000,-84.72128295898438
1700,-14.062169061725072,187,5.362652778625488
1701,-34.410081709037556,199,15.144332885742188
1702,114.3729845703232,1000,-66.10969543457031
1703,-23.574979865015607,217,2.147953510284424
1704,20.518465780649848,176,-12.900124549865723
1705,98.62348329032649,1000,45.743499755859375
1706,16.634948497621124,217,-13.840987205505371
1707,101.1636141680699,1000,-62.72706985473633
1708,-158.2349740118722,820,-31.23271942138672
1709,128.52150436368484,1000,-69.01947021484375
1710,32.44522594374067,245,-8.76816463470459
1711,16.99139853923245,200,-23.036035537719727
1712,135.18217749388936,1000,-84.20581817626953
1713,22.953661579437366,188,-10.018533706665039
1714,107.39074392133146,1000,-50.7425422668457
1715,-24.577017917290334,204,-5.922682285308838
1716,4.3930851762292065,201,6.061930179595947
1717,144.68458273926288,1000,-37.87626647949219
1718,-43.44392354063436,228,2.2508716583251953
1719,114.6292768343165,1000,20.237144470214844
1720,28.750007837776337,256,-2.600285768508911
1721,13.539825654437294,220,-1.8234896659851074
1722,62.83927203736957,163,-15.707184791564941
1723,91.68834988704295,1000,-17.900217056274414
1724,117.39931463978486,1000,-5.471397399902344
1725,113.99498915951416,1000,3.4021263122558594
1726,7.76194053646951,276,-6.739167213439941
1727,-18.514570122997426,191,4.423261642456055
1728,70.25109884018934,1000,-37.17954635620117
1729,120.57882106783447,1000,-56.53868865966797
1730,40.2454006106648,218,3.2476048469543457
1731,80.37722886091984,1000,-78.6026611328125
1732,114.1911772766295,1000,-66.50968933105469
1733,95.8877150242967,1000,-73.24766540527344
1734,33.49529141599615,1000,-78.77861022949219
1735,107.89079007437218,1000,5.590634346008301
1736,107.5477674776041,1000,-53.38098907470703
1737,113.48638647490601,1000,-100.8859634399414
1738,31.99223014310246,280,-10.586894989013672
1739,91.44535544736156,1000,-6.512246131896973
1740,124.14853898948523,1000,-48.125343322753906
1741,85.93599418027875,1000,-45.73188018798828
1742,85.74397303397159,1000,-80.06295776367188
1743,38.46582946853564,1000,-23.708742141723633
1744,15.035589316428613,258,-10.151082038879395
1745,84.16069163981781,1000,-46.277259826660156
1746,136.45643478497215,1000,-60.38389587402344
1747,88.39294215636941,1000,-4.532173156738281
1748,137.63583523799008,1000,-31.627456665039062
1749,95.0299363593775,1000,-42.967376708984375
1750,-5.687604606904145,1000,43.586673736572266
1751,51.31922322383857,1000,6.787250518798828
1752,74.32644652730059,1000,4.1141886711120605
1753,152.46166012728014,1000,-69.72148895263672
1754,79.70521565377544,1000,-89.46793365478516
1755,109.01321582002639,1000,-16.041181564331055
1756,103.69721934646968,1000,-39.378944396972656
1757,119.2899249430486,1000,-98.44865417480469
1758,-1.2451103654284736,204,-11.3924560546875
1759,-10.878882859916615,208,-8.442358016967773
1760,48.4564047121366,1000,-45.21869659423828
1761,40.18641135332763,225,-1.7907164096832275
1762,67.53691347916025,1000,-32.87073516845703
1763,121.36008531391961,1000,-59.99224853515625
1764,70.14633142541115,1000,1.3790571689605713
1765,-56.69789344292556,232,-12.207085609436035
1766,147.09040691312055,1000,-68.86622619628906
1767,84.84599974245802,1000,-75.00591278076172
1768,131.90005917850635,1000,-84.90045928955078
1769,126.35136523365924,940,-26.826215744018555
1770,123.81449017124943,1000,-20.666484832763672
1771,63.46849239556792,188,-14.918305397033691
1772,80.10331925217804,171,-13.215349197387695
1773,54.515613369997155,1000,30.641326904296875
1774,148.09569441934235,1000,-74.6080551147461
1775,53.765587606752945,152,-11.707502365112305
1776,40.18687327765922,1000,1.8057355880737305
1777,79.48653112378746,1000,-11.989148139953613
1778,-1.2625128368031255,229,4.104159355163574
1779,50.86909871037281,243,-11.696467399597168
1780,-2.4567119339051544,232,-13.868932723999023
1781,-8.185732183192442,270,-5.985404968261719
1782,91.8612463800148,1000,-52.33704376220703
1783,37.50546527384668,246,-7.892183780670166
1784,-7.636755807529227,205,9.37873649597168
1785,123.10275521743462,1000,-87.02349853515625
1786,14.761179035425585,283,-10.19449234008789
1787,19.769707122223025,172,-9.862778663635254
1788,16.519459316865067,254,-6.39545202255249
1789,97.33948806430107,1000,-32.0713996887207
1790,107.41699874829331,1000,-64.2249984741211
1791,12.057912268882603,131,4.694289684295654
1792,33.270292531908694,175,-3.450246810913086
1793,5.399405706327613,232,-10.9012451171875
1794,6.193539009868573,242,1.8778990507125854
1795,-143.02189556742456,279,10.396177291870117
1796,127.38886274421357,1000,-64.88591766357422
1797,48.20779508211666,223,10.747461318969727
1798,124.78335575933072,1000,-63.9852294921875
1799,118.760850217379,1000,-75.13639831542969
1800,30.080411178511582,166,10.365633964538574
1801,136.90867000093002,1000,-77.01097869873047
1802,4.643215671754589,169,2.1029210090637207
1803,23.27694817054973,221,-2.8897907733917236
1804,132.9050319294644,1000,-61.76820755004883
1805,47.2673016859319,191,-9.752887725830078
1806,31.463078807881686,181,-7.960159778594971
1807,159.42216761885908,1000,-45.57959747314453
1808,76.63822172406691,1000,-18.89985466003418
1809,99.23140043633451,1000,-58.641990661621094
1810,162.00716688341151,1000,-84.64120483398438
1811,51.56497056276447,174,-1.0370537042617798
1812,-4.3140332114138005,236,-16.244524002075195
1813,117.79300412499732,1000,2.5413951873779297
1814,11.83777482121964,240,4.888543128967285
1815,114.46403442713371,1000,-32.46366882324219
1816,176.25823347928483,1000,-21.730594635009766
1817,70.5052602940562,1000,-89.541015625
1818,92.04448131528258,1000,-85.76287078857422
1819,90.94295122909939,1000,-40.351043701171875
1820,141.91758202000887,1000,-66.934326171875
1821,119.51065210377669,1000,-31.159221649169922
1822,43.47619677173785,243,-20.246301651000977
1823,-19.919826746794683,475,-9.583698272705078
1824,-6.86159386599536,172,-17.041038513183594
1825,112.85198713909038,1000,-69.45106506347656
1826,144.26253106159638,1000,-61.07313537597656
1827,123.77741845343012,1000,-52.0311393737793
1828,98.61584900925747,1000,-48.11968231201172
1829,107.492803562455,1000,-34.88632583618164
1830,-10.726739818711607,178,9.348175048828125
1831,123.09743083869668,1000,-65.65829467773438
1832,104.86036571521224,1000,-83.35844421386719
1833,27.5094528521537,137,-18.27527618408203
1834,94.84108463081992,1000,-61.01439666748047
1835,131.58336282744412,1000,-88.00228881835938
1836,89.79556858287192,1000,-55.943023681640625
1837,135.8827569504884,1000,-46.2770881652832
1838,13.65500603504988,208,-22.692794799804688
1839,33.02805909177272,207,-8.669916152954102
1840,140.28396090624346,1000,-49.14649200439453
1841,18.807471323430292,246,-7.024601936340332
1842,-3.5533475440376208,170,-18.71136474609375
1843,39.010920991859365,210,-6.038714408874512
1844,29.757560171986114,253,-2.2629239559173584
1845,100.08011660104054,1000,-23.780277252197266
1846,107.13330944800423,1000,-17.18752670288086
1847,-24.319553141514916,200,-14.249391555786133
1848,4.081288508939366,192,-11.375011444091797
1849,88.51928431627735,1000,-72.97196960449219
1850,149.77952923485208,1000,-57.28370666503906
1851,-2.638423503280734,193,-18.444210052490234
1852,33.345373636306846,200,-12.364227294921875
1853,135.51082884309199,1000,-77.84078979492188
1854,162.26612946900545,1000,-101.6655044555664
1855,-2.442611472201719,215,6.208857536315918
1856,133.01905725027257,1000,-73.43467712402344
1857,145.2409765997566,1000,-63.43532943725586
1858,142.67686387009167,1000,-80.65408325195312
1859,120.0919933156876,1000,-75.15235900878906
1860,99.77906240895969,1000,-49.42911148071289
1861,119.23113519167184,1000,-54.36151885986328
1862,120.10710083905742,1000,-69.56166076660156
1863,34.35991856577576,268,16.991436004638672
1864,4.130441835937191,195,11.607951164245605
1865,102.04030516710691,1000,-83.15266418457031
1866,6.1497106785195825,256,-16.220712661743164
1867,130.24558319075592,1000,-113.16223907470703
1868,157.15515350422672,1000,-111.60232543945312
1869,-52.87879713536121,254,10.313156127929688
1870,108.02628289382244,1000,-38.031463623046875
